id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason,context_hit,token_confidence
13236,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13237,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13238,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13239,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13240,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13241,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13242,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13243,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13244,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13245,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13246,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13247,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13248,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13249,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13250,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13251,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13252,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13253,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13254,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13255,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13256,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13257,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13258,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13259,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13260,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13261,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13262,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13263,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13264,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13265,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13266,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13267,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13268,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13269,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13270,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13271,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13272,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13273,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13274,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13275,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13276,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13277,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13278,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13279,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13280,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13281,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13282,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13283,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13284,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13285,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13286,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13287,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13288,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13289,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13290,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13291,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13292,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13293,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13294,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13295,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13296,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13297,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13298,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13299,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13300,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13301,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13302,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13303,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13304,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13305,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13306,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13307,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13308,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13309,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13310,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13311,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13312,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13313,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13314,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13315,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13316,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13317,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13318,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13319,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13320,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13321,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13322,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13323,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13324,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13325,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13326,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13327,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13328,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13329,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13330,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13331,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13332,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13333,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13334,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13335,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13336,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13337,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13338,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13339,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13340,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13341,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13342,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13343,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13344,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13345,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13346,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13347,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13348,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13349,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13350,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13351,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13352,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13353,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13354,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13355,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13356,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13357,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13358,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13359,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13360,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13361,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13362,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13363,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13364,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13365,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13366,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13367,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13368,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13369,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13370,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13371,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13372,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13373,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13374,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13375,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13376,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13377,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13378,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13379,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13380,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13381,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13382,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13383,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13384,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13385,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13386,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13387,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13388,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13389,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13390,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13391,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13392,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13393,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13394,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13395,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13396,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13397,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13398,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13399,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13400,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13401,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13402,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13403,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13404,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13405,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13406,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13407,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13408,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13409,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13410,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13411,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13412,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13413,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13414,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13415,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13416,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13417,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13418,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13419,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13420,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13421,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13422,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13423,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13424,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13425,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13426,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13427,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13428,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13429,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13430,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13431,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13432,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13433,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13434,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13435,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13436,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13437,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13438,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13439,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13440,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13441,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13442,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13443,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13444,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13445,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13446,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13447,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13448,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13449,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13450,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13451,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13452,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13453,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13454,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13455,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13456,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13457,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13458,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13459,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13460,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13461,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13462,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13463,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13464,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13465,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13466,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13467,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13468,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13469,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13470,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13471,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13472,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13473,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13474,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13475,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13476,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13477,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13478,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13479,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13480,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13481,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13482,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13483,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13484,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13485,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13486,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13487,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13488,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13489,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13490,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13491,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13492,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13493,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13494,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13495,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13496,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13497,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13498,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13499,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13500,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13501,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13502,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13503,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13504,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13505,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13506,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13507,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13508,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13509,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13510,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13511,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13512,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13513,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13514,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13515,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13516,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13517,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13518,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13519,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13520,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13521,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13522,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13523,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13524,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13525,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13526,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13527,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13528,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13529,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13530,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13531,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13532,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13533,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13534,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13535,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13536,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13537,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13538,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13539,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13540,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13541,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13542,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13543,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13544,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13545,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13546,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13547,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13548,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13549,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13550,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13551,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13552,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13553,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13554,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13555,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13556,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13557,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13558,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13559,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13560,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13561,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13562,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13563,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13564,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13565,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13566,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13567,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13568,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13569,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13570,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13571,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13572,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13573,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13574,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13575,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13576,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13577,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13578,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13579,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13580,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13581,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13582,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13583,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13584,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13585,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13586,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13587,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13588,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13589,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13590,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13591,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13592,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13593,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13594,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13595,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13596,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13597,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13598,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13599,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13600,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13601,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13602,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13603,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13604,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13605,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13606,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13607,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13608,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13609,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13610,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13611,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13612,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13613,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13614,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13615,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13616,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13617,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13618,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13619,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13620,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13621,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13622,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13623,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13624,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13625,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13626,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13627,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13628,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13629,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13630,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13631,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13632,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13633,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13634,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13635,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13636,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13637,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13638,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
13639,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
13640,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13641,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13642,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13643,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13644,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13645,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13646,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13647,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
13648,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
