id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason
13519,Clear,0,soft_vote,Clear=0.64326286;Not Clear=0.35354346;Misleading=0.00319369;n_members=5
13520,Clear,0,soft_vote,Clear=0.77980552;Not Clear=0.21794671;Misleading=0.00224782;n_members=5
13521,Not Clear,1,soft_vote,Clear=0.04987899;Not Clear=0.94753076;Misleading=0.00259023;n_members=5
13522,Clear,0,soft_vote,Clear=0.60461932;Not Clear=0.39170251;Misleading=0.00367814;n_members=5
13523,Clear,0,soft_vote,Clear=0.77003758;Not Clear=0.22752769;Misleading=0.00243476;n_members=5
13524,Clear,0,soft_vote,Clear=0.96885480;Not Clear=0.02934042;Misleading=0.00180479;n_members=5
13525,Clear,0,soft_vote,Clear=0.65428390;Not Clear=0.34288509;Misleading=0.00283102;n_members=5
13526,Not Clear,1,soft_vote,Clear=0.17287747;Not Clear=0.82425368;Misleading=0.00286885;n_members=5
13527,Clear,0,soft_vote,Clear=0.64793348;Not Clear=0.34843626;Misleading=0.00363023;n_members=5
13528,Clear,0,soft_vote,Clear=0.97080828;Not Clear=0.02783639;Misleading=0.00135535;n_members=5
13529,Clear,0,soft_vote,Clear=0.80616333;Not Clear=0.19073888;Misleading=0.00309777;n_members=5
13530,Clear,0,soft_vote,Clear=0.61619491;Not Clear=0.38113058;Misleading=0.00267449;n_members=5
13531,Clear,0,soft_vote,Clear=0.88838077;Not Clear=0.10889648;Misleading=0.00272274;n_members=5
13532,Clear,0,soft_vote,Clear=0.93469622;Not Clear=0.06356378;Misleading=0.00173994;n_members=5
13533,Clear,0,soft_vote,Clear=0.89742328;Not Clear=0.10034641;Misleading=0.00223027;n_members=5
13534,Clear,0,soft_vote,Clear=0.93849520;Not Clear=0.05933549;Misleading=0.00216934;n_members=5
13535,Not Clear,1,soft_vote,Clear=0.18980468;Not Clear=0.80720651;Misleading=0.00298881;n_members=5
13536,Not Clear,1,soft_vote,Clear=0.25697959;Not Clear=0.73937909;Misleading=0.00364133;n_members=5
13537,Not Clear,1,soft_vote,Clear=0.03805828;Not Clear=0.96016763;Misleading=0.00177412;n_members=5
13538,Clear,0,soft_vote,Clear=0.98460946;Not Clear=0.01396336;Misleading=0.00142719;n_members=5
13539,Not Clear,1,soft_vote,Clear=0.17991299;Not Clear=0.81668036;Misleading=0.00340666;n_members=5
13540,Clear,0,soft_vote,Clear=0.57199629;Not Clear=0.42469195;Misleading=0.00331174;n_members=5
13541,Clear,0,soft_vote,Clear=0.86243214;Not Clear=0.13529834;Misleading=0.00226952;n_members=5
13542,Clear,0,soft_vote,Clear=0.97683917;Not Clear=0.02191333;Misleading=0.00124748;n_members=5
13543,Not Clear,1,soft_vote,Clear=0.38087395;Not Clear=0.61568417;Misleading=0.00344186;n_members=5
13544,Not Clear,1,soft_vote,Clear=0.34644544;Not Clear=0.64820599;Misleading=0.00534857;n_members=5
13545,Clear,0,soft_vote,Clear=0.79356409;Not Clear=0.20348142;Misleading=0.00295448;n_members=5
13546,Clear,0,soft_vote,Clear=0.99236568;Not Clear=0.00672956;Misleading=0.00090471;n_members=5
13547,Not Clear,1,soft_vote,Clear=0.13960713;Not Clear=0.85764639;Misleading=0.00274645;n_members=5
13548,Not Clear,1,soft_vote,Clear=0.35218683;Not Clear=0.64388494;Misleading=0.00392821;n_members=5
13549,Not Clear,1,soft_vote,Clear=0.13370612;Not Clear=0.86279775;Misleading=0.00349615;n_members=5
13550,Clear,0,soft_vote,Clear=0.92493914;Not Clear=0.07322379;Misleading=0.00183709;n_members=5
13551,Clear,0,soft_vote,Clear=0.91601242;Not Clear=0.08153348;Misleading=0.00245413;n_members=5
13552,Clear,0,soft_vote,Clear=0.87344497;Not Clear=0.12280248;Misleading=0.00375255;n_members=5
13553,Clear,0,soft_vote,Clear=0.85415635;Not Clear=0.14299585;Misleading=0.00284781;n_members=5
13554,Clear,0,soft_vote,Clear=0.90091214;Not Clear=0.09680210;Misleading=0.00228579;n_members=5
13555,Not Clear,1,soft_vote,Clear=0.45688327;Not Clear=0.53913925;Misleading=0.00397748;n_members=5
13556,Clear,0,soft_vote,Clear=0.84827202;Not Clear=0.14910860;Misleading=0.00261936;n_members=5
13557,Clear,0,soft_vote,Clear=0.97323002;Not Clear=0.02479193;Misleading=0.00197805;n_members=5
13558,Clear,0,soft_vote,Clear=0.97249680;Not Clear=0.02609111;Misleading=0.00141210;n_members=5
13559,Clear,0,soft_vote,Clear=0.98334886;Not Clear=0.01531751;Misleading=0.00133362;n_members=5
13560,Clear,0,soft_vote,Clear=0.58110642;Not Clear=0.41392692;Misleading=0.00496663;n_members=5
13561,Clear,0,soft_vote,Clear=0.97379888;Not Clear=0.02496417;Misleading=0.00123700;n_members=5
13562,Clear,0,soft_vote,Clear=0.98375906;Not Clear=0.01532676;Misleading=0.00091419;n_members=5
13563,Clear,0,soft_vote,Clear=0.85915338;Not Clear=0.13787105;Misleading=0.00297554;n_members=5
13564,Clear,0,soft_vote,Clear=0.97614896;Not Clear=0.02272717;Misleading=0.00112386;n_members=5
13565,Clear,0,soft_vote,Clear=0.70628512;Not Clear=0.29111553;Misleading=0.00259935;n_members=5
13566,Not Clear,1,soft_vote,Clear=0.45320110;Not Clear=0.54340428;Misleading=0.00339460;n_members=5
13567,Clear,0,soft_vote,Clear=0.94407339;Not Clear=0.05376690;Misleading=0.00215970;n_members=5
13568,Clear,0,soft_vote,Clear=0.61731949;Not Clear=0.37944437;Misleading=0.00323614;n_members=5
13569,Clear,0,soft_vote,Clear=0.94897714;Not Clear=0.04890724;Misleading=0.00211563;n_members=5
13570,Clear,0,soft_vote,Clear=0.96521379;Not Clear=0.03244217;Misleading=0.00234403;n_members=5
13571,Clear,0,soft_vote,Clear=0.50856789;Not Clear=0.48811488;Misleading=0.00331722;n_members=5
13572,Clear,0,soft_vote,Clear=0.95026110;Not Clear=0.04814996;Misleading=0.00158893;n_members=5
13573,Clear,0,soft_vote,Clear=0.60190414;Not Clear=0.39238167;Misleading=0.00571416;n_members=5
13574,Clear,0,soft_vote,Clear=0.93611573;Not Clear=0.06205878;Misleading=0.00182549;n_members=5
13575,Clear,0,soft_vote,Clear=0.90857563;Not Clear=0.08881751;Misleading=0.00260684;n_members=5
13576,Clear,0,soft_vote,Clear=0.94543475;Not Clear=0.05261609;Misleading=0.00194917;n_members=5
13577,Clear,0,soft_vote,Clear=0.61228406;Not Clear=0.38454468;Misleading=0.00317126;n_members=5
13578,Clear,0,soft_vote,Clear=0.98423820;Not Clear=0.01463969;Misleading=0.00112209;n_members=5
13579,Clear,0,soft_vote,Clear=0.90412048;Not Clear=0.09269238;Misleading=0.00318714;n_members=5
13580,Not Clear,1,soft_vote,Clear=0.24300972;Not Clear=0.75410377;Misleading=0.00288651;n_members=5
13581,Clear,0,soft_vote,Clear=0.93905574;Not Clear=0.05879592;Misleading=0.00214833;n_members=5
13582,Not Clear,1,soft_vote,Clear=0.38893380;Not Clear=0.60553181;Misleading=0.00553440;n_members=5
13583,Not Clear,1,soft_vote,Clear=0.12778808;Not Clear=0.86918675;Misleading=0.00302521;n_members=5
13584,Clear,0,soft_vote,Clear=0.91553100;Not Clear=0.08080784;Misleading=0.00366116;n_members=5
13585,Clear,0,soft_vote,Clear=0.83004597;Not Clear=0.16793898;Misleading=0.00201503;n_members=5
13586,Clear,0,soft_vote,Clear=0.60722696;Not Clear=0.38769210;Misleading=0.00508093;n_members=5
13587,Not Clear,1,soft_vote,Clear=0.29856466;Not Clear=0.69793272;Misleading=0.00350262;n_members=5
13588,Clear,0,soft_vote,Clear=0.97984985;Not Clear=0.01884665;Misleading=0.00130348;n_members=5
13589,Clear,0,soft_vote,Clear=0.88863662;Not Clear=0.10948696;Misleading=0.00187641;n_members=5
13590,Clear,0,soft_vote,Clear=0.94081497;Not Clear=0.05689894;Misleading=0.00228609;n_members=5
13591,Clear,0,soft_vote,Clear=0.69027908;Not Clear=0.30623799;Misleading=0.00348293;n_members=5
13592,Clear,0,soft_vote,Clear=0.84374375;Not Clear=0.15307837;Misleading=0.00317788;n_members=5
13593,Clear,0,soft_vote,Clear=0.98838079;Not Clear=0.00991048;Misleading=0.00170872;n_members=5
13594,Clear,0,soft_vote,Clear=0.94948878;Not Clear=0.04884582;Misleading=0.00166543;n_members=5
13595,Clear,0,soft_vote,Clear=0.94712690;Not Clear=0.05090893;Misleading=0.00196415;n_members=5
13596,Clear,0,soft_vote,Clear=0.96636723;Not Clear=0.03230891;Misleading=0.00132388;n_members=5
13597,Clear,0,soft_vote,Clear=0.98488682;Not Clear=0.01382464;Misleading=0.00128857;n_members=5
13598,Clear,0,soft_vote,Clear=0.86998084;Not Clear=0.12702907;Misleading=0.00299007;n_members=5
13599,Clear,0,soft_vote,Clear=0.71827235;Not Clear=0.27558772;Misleading=0.00613992;n_members=5
13600,Clear,0,soft_vote,Clear=0.91204744;Not Clear=0.08622844;Misleading=0.00172413;n_members=5
13601,Clear,0,soft_vote,Clear=0.77416708;Not Clear=0.22245772;Misleading=0.00337519;n_members=5
13602,Not Clear,1,soft_vote,Clear=0.47078978;Not Clear=0.52677040;Misleading=0.00243984;n_members=5
13603,Clear,0,soft_vote,Clear=0.97488855;Not Clear=0.02373736;Misleading=0.00137410;n_members=5
13604,Clear,0,soft_vote,Clear=0.90985232;Not Clear=0.08684617;Misleading=0.00330155;n_members=5
13605,Clear,0,soft_vote,Clear=0.91744317;Not Clear=0.08079583;Misleading=0.00176100;n_members=5
13606,Clear,0,soft_vote,Clear=0.95786111;Not Clear=0.04066687;Misleading=0.00147203;n_members=5
13607,Not Clear,1,soft_vote,Clear=0.48002041;Not Clear=0.51582657;Misleading=0.00415304;n_members=5
13608,Not Clear,1,soft_vote,Clear=0.08817658;Not Clear=0.90884150;Misleading=0.00298194;n_members=5
13609,Clear,0,soft_vote,Clear=0.80005331;Not Clear=0.19737224;Misleading=0.00257447;n_members=5
13610,Clear,0,soft_vote,Clear=0.67657825;Not Clear=0.32019453;Misleading=0.00322724;n_members=5
13611,Not Clear,1,soft_vote,Clear=0.12053448;Not Clear=0.87737625;Misleading=0.00208926;n_members=5
13612,Clear,0,soft_vote,Clear=0.95122149;Not Clear=0.04725156;Misleading=0.00152696;n_members=5
13613,Clear,0,soft_vote,Clear=0.73258339;Not Clear=0.26456446;Misleading=0.00285212;n_members=5
13614,Not Clear,1,soft_vote,Clear=0.07053418;Not Clear=0.92704892;Misleading=0.00241689;n_members=5
13615,Clear,0,soft_vote,Clear=0.88776082;Not Clear=0.10968322;Misleading=0.00255597;n_members=5
13616,Clear,0,soft_vote,Clear=0.74754964;Not Clear=0.24971756;Misleading=0.00273279;n_members=5
13617,Clear,0,soft_vote,Clear=0.86592984;Not Clear=0.13169014;Misleading=0.00237999;n_members=5
13618,Clear,0,soft_vote,Clear=0.89612388;Not Clear=0.10145080;Misleading=0.00242532;n_members=5
13619,Clear,0,soft_vote,Clear=0.91565162;Not Clear=0.08251570;Misleading=0.00183271;n_members=5
13620,Clear,0,soft_vote,Clear=0.98423855;Not Clear=0.01485151;Misleading=0.00090995;n_members=5
13621,Clear,0,soft_vote,Clear=0.91860079;Not Clear=0.07844948;Misleading=0.00294975;n_members=5
13622,Clear,0,soft_vote,Clear=0.83617768;Not Clear=0.15950090;Misleading=0.00432143;n_members=5
13623,Clear,0,soft_vote,Clear=0.94607816;Not Clear=0.05195913;Misleading=0.00196273;n_members=5
13624,Not Clear,1,soft_vote,Clear=0.18098124;Not Clear=0.81594380;Misleading=0.00307497;n_members=5
13625,Not Clear,1,soft_vote,Clear=0.42703146;Not Clear=0.56513592;Misleading=0.00783263;n_members=5
13626,Clear,0,soft_vote,Clear=0.87194366;Not Clear=0.12531831;Misleading=0.00273802;n_members=5
13627,Not Clear,1,soft_vote,Clear=0.04124372;Not Clear=0.95663861;Misleading=0.00211767;n_members=5
13628,Clear,0,soft_vote,Clear=0.82632678;Not Clear=0.17101168;Misleading=0.00266152;n_members=5
13629,Clear,0,soft_vote,Clear=0.92317209;Not Clear=0.07451698;Misleading=0.00231095;n_members=5
13630,Clear,0,soft_vote,Clear=0.94086794;Not Clear=0.05767891;Misleading=0.00145318;n_members=5
13631,Clear,0,soft_vote,Clear=0.98169258;Not Clear=0.01711347;Misleading=0.00119392;n_members=5
13632,Clear,0,soft_vote,Clear=0.81186495;Not Clear=0.18437225;Misleading=0.00376278;n_members=5
13633,Clear,0,soft_vote,Clear=0.60328626;Not Clear=0.39100168;Misleading=0.00571209;n_members=5
13634,Clear,0,soft_vote,Clear=0.92155012;Not Clear=0.07642734;Misleading=0.00202255;n_members=5
13635,Clear,0,soft_vote,Clear=0.67088708;Not Clear=0.32633958;Misleading=0.00277334;n_members=5
13636,Clear,0,soft_vote,Clear=0.98406684;Not Clear=0.01501092;Misleading=0.00092224;n_members=5
13637,Clear,0,soft_vote,Clear=0.76665751;Not Clear=0.23085437;Misleading=0.00248812;n_members=5
13638,Clear,0,soft_vote,Clear=0.95072887;Not Clear=0.04690292;Misleading=0.00236818;n_members=5
13639,Clear,0,soft_vote,Clear=0.55552796;Not Clear=0.43901590;Misleading=0.00545615;n_members=5
13640,Clear,0,soft_vote,Clear=0.64417141;Not Clear=0.35255236;Misleading=0.00327621;n_members=5
13641,Clear,0,soft_vote,Clear=0.94584877;Not Clear=0.05163103;Misleading=0.00252018;n_members=5
13642,Clear,0,soft_vote,Clear=0.97190002;Not Clear=0.02681955;Misleading=0.00128039;n_members=5
13643,Clear,0,soft_vote,Clear=0.97099406;Not Clear=0.02747372;Misleading=0.00153220;n_members=5
13644,Clear,0,soft_vote,Clear=0.80052595;Not Clear=0.19665506;Misleading=0.00281901;n_members=5
13645,Clear,0,soft_vote,Clear=0.96683986;Not Clear=0.03155884;Misleading=0.00160132;n_members=5
13646,Not Clear,1,soft_vote,Clear=0.39452994;Not Clear=0.60282725;Misleading=0.00264283;n_members=5
13647,Clear,0,soft_vote,Clear=0.87055660;Not Clear=0.12644277;Misleading=0.00300061;n_members=5
13648,Clear,0,soft_vote,Clear=0.98021405;Not Clear=0.01835095;Misleading=0.00143499;n_members=5
13649,Not Clear,1,soft_vote,Clear=0.35326412;Not Clear=0.64280717;Misleading=0.00392873;n_members=5
13650,Clear,0,soft_vote,Clear=0.93672544;Not Clear=0.06160777;Misleading=0.00166683;n_members=5
13651,Clear,0,soft_vote,Clear=0.97614977;Not Clear=0.02246921;Misleading=0.00138099;n_members=5
13652,Clear,0,soft_vote,Clear=0.97938354;Not Clear=0.01940919;Misleading=0.00120728;n_members=5
13653,Clear,0,soft_vote,Clear=0.87120774;Not Clear=0.12581831;Misleading=0.00297394;n_members=5
13654,Clear,0,soft_vote,Clear=0.86716346;Not Clear=0.12692345;Misleading=0.00591311;n_members=5
13655,Clear,0,soft_vote,Clear=0.58588902;Not Clear=0.40912558;Misleading=0.00498541;n_members=5
13656,Clear,0,soft_vote,Clear=0.85018258;Not Clear=0.14734745;Misleading=0.00246999;n_members=5
13657,Clear,0,soft_vote,Clear=0.88929406;Not Clear=0.10739184;Misleading=0.00331408;n_members=5
13658,Clear,0,soft_vote,Clear=0.95904472;Not Clear=0.03899720;Misleading=0.00195808;n_members=5
13659,Clear,0,soft_vote,Clear=0.82357723;Not Clear=0.17339652;Misleading=0.00302627;n_members=5
13660,Clear,0,soft_vote,Clear=0.79727650;Not Clear=0.19946996;Misleading=0.00325350;n_members=5
13661,Not Clear,1,soft_vote,Clear=0.34691294;Not Clear=0.64419212;Misleading=0.00889496;n_members=5
13662,Clear,0,soft_vote,Clear=0.98166830;Not Clear=0.01714295;Misleading=0.00118875;n_members=5
13663,Clear,0,soft_vote,Clear=0.88891159;Not Clear=0.10943502;Misleading=0.00165336;n_members=5
13664,Clear,0,soft_vote,Clear=0.69033189;Not Clear=0.30662906;Misleading=0.00303907;n_members=5
13665,Clear,0,soft_vote,Clear=0.90274372;Not Clear=0.09437571;Misleading=0.00288055;n_members=5
13666,Clear,0,soft_vote,Clear=0.97203117;Not Clear=0.02641965;Misleading=0.00154915;n_members=5
13667,Clear,0,soft_vote,Clear=0.98107799;Not Clear=0.01779022;Misleading=0.00113180;n_members=5
13668,Not Clear,1,soft_vote,Clear=0.11194967;Not Clear=0.88490514;Misleading=0.00314518;n_members=5
13669,Clear,0,soft_vote,Clear=0.67975332;Not Clear=0.31654818;Misleading=0.00369853;n_members=5
13670,Clear,0,soft_vote,Clear=0.89912243;Not Clear=0.09835078;Misleading=0.00252678;n_members=5
13671,Clear,0,soft_vote,Clear=0.93028932;Not Clear=0.06778726;Misleading=0.00192338;n_members=5
13672,Not Clear,1,soft_vote,Clear=0.11722593;Not Clear=0.88066531;Misleading=0.00210875;n_members=5
13673,Clear,0,soft_vote,Clear=0.80164148;Not Clear=0.19634532;Misleading=0.00201321;n_members=5
13674,Not Clear,1,soft_vote,Clear=0.05129925;Not Clear=0.94717829;Misleading=0.00152244;n_members=5
13675,Clear,0,soft_vote,Clear=0.75105481;Not Clear=0.24418208;Misleading=0.00476312;n_members=5
13676,Clear,0,soft_vote,Clear=0.99004219;Not Clear=0.00868557;Misleading=0.00127225;n_members=5
13677,Not Clear,1,soft_vote,Clear=0.16063793;Not Clear=0.83614307;Misleading=0.00321898;n_members=5
13678,Clear,0,soft_vote,Clear=0.93125032;Not Clear=0.06610579;Misleading=0.00264392;n_members=5
13679,Clear,0,soft_vote,Clear=0.88946505;Not Clear=0.10726417;Misleading=0.00327077;n_members=5
13680,Clear,0,soft_vote,Clear=0.92257920;Not Clear=0.07517211;Misleading=0.00224870;n_members=5
13681,Clear,0,soft_vote,Clear=0.66576632;Not Clear=0.33082765;Misleading=0.00340604;n_members=5
13682,Clear,0,soft_vote,Clear=0.98829141;Not Clear=0.01061488;Misleading=0.00109370;n_members=5
13683,Clear,0,soft_vote,Clear=0.57517230;Not Clear=0.41900953;Misleading=0.00581814;n_members=5
13684,Clear,0,soft_vote,Clear=0.96468270;Not Clear=0.03371369;Misleading=0.00160362;n_members=5
13685,Clear,0,soft_vote,Clear=0.54565922;Not Clear=0.45073325;Misleading=0.00360753;n_members=5
13686,Clear,0,soft_vote,Clear=0.55979618;Not Clear=0.43703439;Misleading=0.00316943;n_members=5
13687,Clear,0,soft_vote,Clear=0.95283983;Not Clear=0.04511245;Misleading=0.00204775;n_members=5
13688,Clear,0,soft_vote,Clear=0.98315183;Not Clear=0.01565138;Misleading=0.00119683;n_members=5
13689,Clear,0,soft_vote,Clear=0.77145585;Not Clear=0.22553732;Misleading=0.00300678;n_members=5
13690,Clear,0,soft_vote,Clear=0.88968826;Not Clear=0.10812583;Misleading=0.00218590;n_members=5
13691,Clear,0,soft_vote,Clear=0.98422489;Not Clear=0.01402842;Misleading=0.00174666;n_members=5
13692,Clear,0,soft_vote,Clear=0.98567631;Not Clear=0.01283490;Misleading=0.00148880;n_members=5
13693,Clear,0,soft_vote,Clear=0.67090609;Not Clear=0.32532981;Misleading=0.00376407;n_members=5
13694,Clear,0,soft_vote,Clear=0.99218855;Not Clear=0.00698799;Misleading=0.00082344;n_members=5
13695,Clear,0,soft_vote,Clear=0.56413336;Not Clear=0.43244841;Misleading=0.00341824;n_members=5
13696,Clear,0,soft_vote,Clear=0.96099710;Not Clear=0.03729970;Misleading=0.00170316;n_members=5
13697,Clear,0,soft_vote,Clear=0.94947589;Not Clear=0.04875031;Misleading=0.00177378;n_members=5
13698,Clear,0,soft_vote,Clear=0.72645933;Not Clear=0.26635697;Misleading=0.00718369;n_members=5
13699,Clear,0,soft_vote,Clear=0.97625622;Not Clear=0.02238647;Misleading=0.00135735;n_members=5
13700,Clear,0,soft_vote,Clear=0.97728013;Not Clear=0.02119027;Misleading=0.00152960;n_members=5
13701,Clear,0,soft_vote,Clear=0.85177217;Not Clear=0.14405736;Misleading=0.00417051;n_members=5
13702,Clear,0,soft_vote,Clear=0.98316567;Not Clear=0.01555526;Misleading=0.00127904;n_members=5
13703,Not Clear,1,soft_vote,Clear=0.44502844;Not Clear=0.55164361;Misleading=0.00332793;n_members=5
13704,Clear,0,soft_vote,Clear=0.97503962;Not Clear=0.02354634;Misleading=0.00141402;n_members=5
13705,Clear,0,soft_vote,Clear=0.97345657;Not Clear=0.02514320;Misleading=0.00140024;n_members=5
13706,Clear,0,soft_vote,Clear=0.98813312;Not Clear=0.01069911;Misleading=0.00116778;n_members=5
13707,Clear,0,soft_vote,Clear=0.95857966;Not Clear=0.03992808;Misleading=0.00149228;n_members=5
13708,Clear,0,soft_vote,Clear=0.97554154;Not Clear=0.02166828;Misleading=0.00279016;n_members=5
13709,Clear,0,soft_vote,Clear=0.59282859;Not Clear=0.40391278;Misleading=0.00325863;n_members=5
13710,Not Clear,1,soft_vote,Clear=0.08799021;Not Clear=0.90936133;Misleading=0.00264844;n_members=5
13711,Clear,0,soft_vote,Clear=0.97770171;Not Clear=0.02093954;Misleading=0.00135876;n_members=5
13712,Not Clear,1,soft_vote,Clear=0.46484471;Not Clear=0.53250847;Misleading=0.00264678;n_members=5
13713,Clear,0,soft_vote,Clear=0.92260367;Not Clear=0.07547658;Misleading=0.00191974;n_members=5
13714,Clear,0,soft_vote,Clear=0.59031951;Not Clear=0.40569658;Misleading=0.00398390;n_members=5
13715,Not Clear,1,soft_vote,Clear=0.35097115;Not Clear=0.64559536;Misleading=0.00343350;n_members=5
13716,Clear,0,soft_vote,Clear=0.85698539;Not Clear=0.14086148;Misleading=0.00215318;n_members=5
13717,Not Clear,1,soft_vote,Clear=0.29495713;Not Clear=0.70118828;Misleading=0.00385459;n_members=5
13718,Clear,0,soft_vote,Clear=0.97830445;Not Clear=0.02019004;Misleading=0.00150553;n_members=5
13719,Clear,0,soft_vote,Clear=0.96666512;Not Clear=0.03171782;Misleading=0.00161705;n_members=5
13720,Clear,0,soft_vote,Clear=0.95598090;Not Clear=0.04228154;Misleading=0.00173756;n_members=5
13721,Clear,0,soft_vote,Clear=0.95398297;Not Clear=0.04352882;Misleading=0.00248823;n_members=5
13722,Clear,0,soft_vote,Clear=0.98536645;Not Clear=0.01331560;Misleading=0.00131795;n_members=5
13723,Clear,0,soft_vote,Clear=0.98110511;Not Clear=0.01754865;Misleading=0.00134622;n_members=5
13724,Clear,0,soft_vote,Clear=0.57653768;Not Clear=0.42048273;Misleading=0.00297959;n_members=5
13725,Clear,0,soft_vote,Clear=0.96424033;Not Clear=0.03400435;Misleading=0.00175532;n_members=5
13726,Clear,0,soft_vote,Clear=0.98443297;Not Clear=0.01416173;Misleading=0.00140533;n_members=5
13727,Clear,0,soft_vote,Clear=0.93340209;Not Clear=0.06428752;Misleading=0.00231042;n_members=5
13728,Clear,0,soft_vote,Clear=0.93160508;Not Clear=0.06617396;Misleading=0.00222095;n_members=5
13729,Clear,0,soft_vote,Clear=0.89331060;Not Clear=0.10470831;Misleading=0.00198107;n_members=5
13730,Not Clear,1,soft_vote,Clear=0.10324723;Not Clear=0.89308022;Misleading=0.00367254;n_members=5
13731,Clear,0,soft_vote,Clear=0.96001450;Not Clear=0.03835778;Misleading=0.00162772;n_members=5
13732,Clear,0,soft_vote,Clear=0.94005117;Not Clear=0.05822711;Misleading=0.00172171;n_members=5
13733,Clear,0,soft_vote,Clear=0.97163888;Not Clear=0.02690767;Misleading=0.00145344;n_members=5
13734,Clear,0,soft_vote,Clear=0.83090606;Not Clear=0.16608980;Misleading=0.00300414;n_members=5
13735,Clear,0,soft_vote,Clear=0.89285345;Not Clear=0.10267299;Misleading=0.00447357;n_members=5
13736,Clear,0,soft_vote,Clear=0.98067305;Not Clear=0.01785978;Misleading=0.00146715;n_members=5
13737,Clear,0,soft_vote,Clear=0.84435074;Not Clear=0.15267421;Misleading=0.00297508;n_members=5
13738,Clear,0,soft_vote,Clear=0.98168073;Not Clear=0.01700015;Misleading=0.00131912;n_members=5
13739,Not Clear,1,soft_vote,Clear=0.30012708;Not Clear=0.69635039;Misleading=0.00352253;n_members=5
13740,Clear,0,soft_vote,Clear=0.83026482;Not Clear=0.16746436;Misleading=0.00227083;n_members=5
13741,Clear,0,soft_vote,Clear=0.93200528;Not Clear=0.06620993;Misleading=0.00178479;n_members=5
13742,Clear,0,soft_vote,Clear=0.97868181;Not Clear=0.01984569;Misleading=0.00147252;n_members=5
13743,Clear,0,soft_vote,Clear=0.91286194;Not Clear=0.08426174;Misleading=0.00287630;n_members=5
13744,Not Clear,1,soft_vote,Clear=0.05477191;Not Clear=0.94332424;Misleading=0.00190383;n_members=5
13745,Clear,0,soft_vote,Clear=0.97024672;Not Clear=0.02803125;Misleading=0.00172206;n_members=5
13746,Clear,0,soft_vote,Clear=0.98435158;Not Clear=0.01438184;Misleading=0.00126661;n_members=5
13747,Not Clear,1,soft_vote,Clear=0.10174846;Not Clear=0.89543989;Misleading=0.00281167;n_members=5
13748,Not Clear,1,soft_vote,Clear=0.35157357;Not Clear=0.64521449;Misleading=0.00321195;n_members=5
13749,Clear,0,soft_vote,Clear=0.74616016;Not Clear=0.25064072;Misleading=0.00319917;n_members=5
13750,Clear,0,soft_vote,Clear=0.85165162;Not Clear=0.14414418;Misleading=0.00420422;n_members=5
13751,Not Clear,1,soft_vote,Clear=0.07456603;Not Clear=0.92323495;Misleading=0.00219903;n_members=5
13752,Clear,0,soft_vote,Clear=0.92192185;Not Clear=0.07567258;Misleading=0.00240560;n_members=5
13753,Clear,0,soft_vote,Clear=0.96409879;Not Clear=0.03450960;Misleading=0.00139160;n_members=5
13754,Clear,0,soft_vote,Clear=0.67779400;Not Clear=0.31965840;Misleading=0.00254761;n_members=5
13755,Not Clear,1,soft_vote,Clear=0.05654131;Not Clear=0.94095435;Misleading=0.00250432;n_members=5
13756,Clear,0,soft_vote,Clear=0.79779929;Not Clear=0.19979130;Misleading=0.00240938;n_members=5
13757,Not Clear,1,soft_vote,Clear=0.27630864;Not Clear=0.72006688;Misleading=0.00362449;n_members=5
13758,Not Clear,1,soft_vote,Clear=0.37090959;Not Clear=0.62587013;Misleading=0.00322028;n_members=5
13759,Clear,0,soft_vote,Clear=0.96846721;Not Clear=0.03005085;Misleading=0.00148192;n_members=5
13760,Clear,0,soft_vote,Clear=0.98465915;Not Clear=0.01413503;Misleading=0.00120583;n_members=5
13761,Clear,0,soft_vote,Clear=0.90658765;Not Clear=0.09055818;Misleading=0.00285417;n_members=5
13762,Clear,0,soft_vote,Clear=0.55339576;Not Clear=0.44391112;Misleading=0.00269311;n_members=5
13763,Clear,0,soft_vote,Clear=0.97929109;Not Clear=0.01959785;Misleading=0.00111105;n_members=5
13764,Clear,0,soft_vote,Clear=0.98027476;Not Clear=0.01796857;Misleading=0.00175664;n_members=5
13765,Clear,0,soft_vote,Clear=0.97672286;Not Clear=0.02214751;Misleading=0.00112961;n_members=5
13766,Not Clear,1,soft_vote,Clear=0.24298670;Not Clear=0.75336361;Misleading=0.00364970;n_members=5
13767,Not Clear,1,soft_vote,Clear=0.06572304;Not Clear=0.93197420;Misleading=0.00230275;n_members=5
13768,Clear,0,soft_vote,Clear=0.95966822;Not Clear=0.03888870;Misleading=0.00144309;n_members=5
13769,Clear,0,soft_vote,Clear=0.51217404;Not Clear=0.48347812;Misleading=0.00434784;n_members=5
13770,Clear,0,soft_vote,Clear=0.83402219;Not Clear=0.16418198;Misleading=0.00179582;n_members=5
13771,Clear,0,soft_vote,Clear=0.88693088;Not Clear=0.11067147;Misleading=0.00239768;n_members=5
13772,Clear,0,soft_vote,Clear=0.98867890;Not Clear=0.01007379;Misleading=0.00124734;n_members=5
13773,Not Clear,1,soft_vote,Clear=0.11122518;Not Clear=0.88632835;Misleading=0.00244648;n_members=5
13774,Clear,0,soft_vote,Clear=0.68467331;Not Clear=0.31236917;Misleading=0.00295752;n_members=5
