id,member,score_no,score_yes,pred
13874,focal_g3_w4,0.26894411,0.73105592,Yes
13875,focal_g3_w4,0.32699063,0.67300934,Yes
13876,focal_g3_w4,0.14741294,0.85258704,Yes
13877,focal_g3_w4,0.02801046,0.97198951,Yes
13878,focal_g3_w4,0.00628458,0.99371547,Yes
13879,focal_g3_w4,0.18910092,0.81089908,Yes
13880,focal_g3_w4,0.12594643,0.87405354,Yes
13881,focal_g3_w4,0.12700196,0.87299800,Yes
13882,focal_g3_w4,0.01682801,0.98317194,Yes
13883,focal_g3_w4,0.01673836,0.98326164,Yes
13884,focal_g3_w4,0.01498403,0.98501599,Yes
13885,focal_g3_w4,0.02349129,0.97650868,Yes
13886,focal_g3_w4,0.02383377,0.97616619,Yes
13887,focal_g3_w4,0.49834663,0.50165331,Yes
13888,focal_g3_w4,0.13144787,0.86855215,Yes
13889,focal_g3_w4,0.00940807,0.99059194,Yes
13890,focal_g3_w4,0.09686727,0.90313268,Yes
13891,focal_g3_w4,0.01088235,0.98911768,Yes
13892,focal_g3_w4,0.46582329,0.53417677,Yes
13893,focal_g3_w4,0.95899159,0.04100849,No
13894,focal_g3_w4,0.00946893,0.99053115,Yes
13895,focal_g3_w4,0.01475147,0.98524851,Yes
13896,focal_g3_w4,0.01162632,0.98837364,Yes
13897,focal_g3_w4,0.73405915,0.26594085,No
13898,focal_g3_w4,0.01714601,0.98285401,Yes
13899,focal_g3_w4,0.93861127,0.06138877,No
13900,focal_g3_w4,0.30036941,0.69963062,Yes
13901,focal_g3_w4,0.05773895,0.94226104,Yes
13902,focal_g3_w4,0.67621064,0.32378936,No
13903,focal_g3_w4,0.01671717,0.98328280,Yes
13904,focal_g3_w4,0.04010101,0.95989895,Yes
13905,focal_g3_w4,0.01153499,0.98846495,Yes
13906,focal_g3_w4,0.00765966,0.99234033,Yes
13907,focal_g3_w4,0.10935418,0.89064580,Yes
13908,focal_g3_w4,0.04780867,0.95219135,Yes
13909,focal_g3_w4,0.01067036,0.98932964,Yes
13910,focal_g3_w4,0.00888956,0.99111044,Yes
13911,focal_g3_w4,0.00836765,0.99163240,Yes
13912,focal_g3_w4,0.14022182,0.85977817,Yes
13913,focal_g3_w4,0.00658285,0.99341714,Yes
13914,focal_g3_w4,0.01338851,0.98661149,Yes
13915,focal_g3_w4,0.10750052,0.89249951,Yes
13916,focal_g3_w4,0.01783220,0.98216784,Yes
13917,focal_g3_w4,0.03193338,0.96806663,Yes
13918,focal_g3_w4,0.02064100,0.97935897,Yes
13919,focal_g3_w4,0.34879577,0.65120417,Yes
13920,focal_g3_w4,0.00541841,0.99458152,Yes
13921,focal_g3_w4,0.03146194,0.96853805,Yes
13922,focal_g3_w4,0.07427835,0.92572165,Yes
13923,focal_g3_w4,0.49345434,0.50654566,Yes
13924,focal_g3_w4,0.01230843,0.98769158,Yes
13925,focal_g3_w4,0.71828651,0.28171346,No
13926,focal_g3_w4,0.00778029,0.99221969,Yes
13927,focal_g3_w4,0.02076705,0.97923297,Yes
13928,focal_g3_w4,0.04747181,0.95252818,Yes
13929,focal_g3_w4,0.07537659,0.92462343,Yes
13930,focal_g3_w4,0.05590365,0.94409639,Yes
13931,focal_g3_w4,0.01396435,0.98603570,Yes
13932,focal_g3_w4,0.81075311,0.18924688,No
13933,focal_g3_w4,0.88655514,0.11344483,No
13934,focal_g3_w4,0.02186200,0.97813797,Yes
13935,focal_g3_w4,0.00998481,0.99001521,Yes
13936,focal_g3_w4,0.98170370,0.01829635,No
13937,focal_g3_w4,0.07804069,0.92195928,Yes
13938,focal_g3_w4,0.39181271,0.60818726,Yes
13939,focal_g3_w4,0.04214557,0.95785439,Yes
13940,focal_g3_w4,0.00555920,0.99444073,Yes
13941,focal_g3_w4,0.93793476,0.06206526,No
13942,focal_g3_w4,0.01614109,0.98385888,Yes
13943,focal_g3_w4,0.01341035,0.98658967,Yes
13944,focal_g3_w4,0.61210567,0.38789436,No
13945,focal_g3_w4,0.01509780,0.98490220,Yes
13946,focal_g3_w4,0.01687243,0.98312759,Yes
13947,focal_g3_w4,0.10215091,0.89784914,Yes
13948,focal_g3_w4,0.03106370,0.96893632,Yes
13949,focal_g3_w4,0.07112633,0.92887366,Yes
13950,focal_g3_w4,0.01488020,0.98511976,Yes
13951,focal_g3_w4,0.01376240,0.98623765,Yes
13952,focal_g3_w4,0.01820314,0.98179686,Yes
13953,focal_g3_w4,0.04430288,0.95569718,Yes
13954,focal_g3_w4,0.00912725,0.99087280,Yes
13955,focal_g3_w4,0.66177297,0.33822700,No
13956,focal_g3_w4,0.02274125,0.97725874,Yes
13957,focal_g3_w4,0.02342562,0.97657436,Yes
13958,focal_g3_w4,0.76550394,0.23449606,No
13959,focal_g3_w4,0.01080565,0.98919427,Yes
13960,focal_g3_w4,0.06661298,0.93338704,Yes
13961,focal_g3_w4,0.02621030,0.97378969,Yes
13962,focal_g3_w4,0.01531697,0.98468298,Yes
13963,focal_g3_w4,0.01829100,0.98170900,Yes
13964,focal_g3_w4,0.37840757,0.62159246,Yes
13965,focal_g3_w4,0.50196964,0.49803039,No
13966,focal_g3_w4,0.00924414,0.99075586,Yes
13967,focal_g3_w4,0.60536969,0.39463025,No
13968,focal_g3_w4,0.98359859,0.01640135,No
13969,focal_g3_w4,0.07492337,0.92507666,Yes
13970,focal_g3_w4,0.61100423,0.38899571,No
13971,focal_g3_w4,0.07515797,0.92484206,Yes
13972,focal_g3_w4,0.71496886,0.28503120,No
13973,focal_g3_w4,0.01425109,0.98574895,Yes
13974,focal_g3_w4,0.28354967,0.71645033,Yes
13975,focal_g3_w4,0.00703821,0.99296182,Yes
13976,focal_g3_w4,0.01381268,0.98618734,Yes
13977,focal_g3_w4,0.98171979,0.01828024,No
13978,focal_g3_w4,0.98780257,0.01219748,No
13979,focal_g3_w4,0.54783821,0.45216182,No
13980,focal_g3_w4,0.96978295,0.03021705,No
13981,focal_g3_w4,0.05218514,0.94781488,Yes
13982,focal_g3_w4,0.01989237,0.98010767,Yes
13983,focal_g3_w4,0.01710999,0.98288995,Yes
13984,focal_g3_w4,0.01377248,0.98622757,Yes
13985,focal_g3_w4,0.01353546,0.98646450,Yes
13986,focal_g3_w4,0.03585925,0.96414077,Yes
13987,focal_g3_w4,0.03518353,0.96481645,Yes
13988,focal_g3_w4,0.05985432,0.94014573,Yes
13989,focal_g3_w4,0.06598470,0.93401527,Yes
13990,focal_g3_w4,0.31034154,0.68965846,Yes
13991,focal_g3_w4,0.01042119,0.98957878,Yes
13992,focal_g3_w4,0.01906249,0.98093754,Yes
13993,focal_g3_w4,0.97701061,0.02298943,No
13994,focal_g3_w4,0.02299836,0.97700161,Yes
13995,focal_g3_w4,0.10418475,0.89581519,Yes
13996,focal_g3_w4,0.02358866,0.97641140,Yes
13997,focal_g3_w4,0.02712662,0.97287345,Yes
13998,focal_g3_w4,0.00705135,0.99294865,Yes
13999,focal_g3_w4,0.01064181,0.98935819,Yes
14000,focal_g3_w4,0.00789199,0.99210805,Yes
12001,focal_g3_w4,0.00524380,0.99475622,Yes
12002,focal_g3_w4,0.00596760,0.99403244,Yes
12003,focal_g3_w4,0.05701192,0.94298810,Yes
12004,focal_g3_w4,0.00450958,0.99549037,Yes
12005,focal_g3_w4,0.00599692,0.99400312,Yes
12006,focal_g3_w4,0.00335113,0.99664885,Yes
12007,focal_g3_w4,0.04764918,0.95235085,Yes
12008,focal_g3_w4,0.00627266,0.99372733,Yes
12009,focal_g3_w4,0.16222316,0.83777690,Yes
12010,focal_g3_w4,0.00665072,0.99334925,Yes
12011,focal_g3_w4,0.05291802,0.94708198,Yes
12012,focal_g3_w4,0.00705072,0.99294925,Yes
12013,focal_g3_w4,0.97111624,0.02888376,No
12014,focal_g3_w4,0.15107009,0.84892994,Yes
12015,focal_g3_w4,0.11294210,0.88705784,Yes
12016,focal_g3_w4,0.02507110,0.97492892,Yes
12017,focal_g3_w4,0.10311836,0.89688158,Yes
12018,focal_g3_w4,0.96542156,0.03457840,No
12019,focal_g3_w4,0.00570346,0.99429649,Yes
12020,focal_g3_w4,0.01994231,0.98005772,Yes
12021,focal_g3_w4,0.00940662,0.99059337,Yes
12022,focal_g3_w4,0.05521837,0.94478160,Yes
12023,focal_g3_w4,0.00438064,0.99561936,Yes
12024,focal_g3_w4,0.27553529,0.72446471,Yes
12025,focal_g3_w4,0.03021655,0.96978343,Yes
12026,focal_g3_w4,0.01680980,0.98319018,Yes
12027,focal_g3_w4,0.92160052,0.07839949,No
12028,focal_g3_w4,0.00452641,0.99547356,Yes
12029,focal_g3_w4,0.04637901,0.95362097,Yes
12030,focal_g3_w4,0.50025427,0.49974576,No
12031,focal_g3_w4,0.00440128,0.99559867,Yes
12032,focal_g3_w4,0.15240367,0.84759629,Yes
12033,focal_g3_w4,0.01141852,0.98858148,Yes
12034,focal_g3_w4,0.00463006,0.99536997,Yes
12035,focal_g3_w4,0.05228005,0.94771999,Yes
12036,focal_g3_w4,0.97742248,0.02257753,No
12037,focal_g3_w4,0.00519748,0.99480259,Yes
12038,focal_g3_w4,0.00860998,0.99139005,Yes
12039,focal_g3_w4,0.01808972,0.98191029,Yes
12040,focal_g3_w4,0.14027745,0.85972255,Yes
12041,focal_g3_w4,0.06193146,0.93806851,Yes
12042,focal_g3_w4,0.02913313,0.97086686,Yes
12043,focal_g3_w4,0.97481185,0.02518809,No
12044,focal_g3_w4,0.00252345,0.99747652,Yes
12045,focal_g3_w4,0.06192439,0.93807560,Yes
12046,focal_g3_w4,0.00460959,0.99539042,Yes
12047,focal_g3_w4,0.00597290,0.99402714,Yes
12048,focal_g3_w4,0.04932415,0.95067585,Yes
12049,focal_g3_w4,0.00526730,0.99473274,Yes
12050,focal_g3_w4,0.06325177,0.93674827,Yes
12051,focal_g3_w4,0.00365668,0.99634331,Yes
12052,focal_g3_w4,0.98218644,0.01781357,No
12053,focal_g3_w4,0.30030090,0.69969910,Yes
12054,focal_g3_w4,0.90247267,0.09752728,No
12055,focal_g3_w4,0.00282671,0.99717331,Yes
12056,focal_g3_w4,0.00681997,0.99318004,Yes
12057,focal_g3_w4,0.80217838,0.19782165,No
12058,focal_g3_w4,0.09329519,0.90670478,Yes
12059,focal_g3_w4,0.52280909,0.47719088,No
12060,focal_g3_w4,0.01316228,0.98683769,Yes
12061,focal_g3_w4,0.59286088,0.40713912,No
12062,focal_g3_w4,0.09600320,0.90399683,Yes
12063,focal_g3_w4,0.95501560,0.04498441,No
12064,focal_g3_w4,0.00570070,0.99429929,Yes
12065,focal_g3_w4,0.01949452,0.98050553,Yes
12066,focal_g3_w4,0.52018702,0.47981298,No
12067,focal_g3_w4,0.00830564,0.99169439,Yes
12068,focal_g3_w4,0.08589694,0.91410309,Yes
12069,focal_g3_w4,0.06732556,0.93267441,Yes
12070,focal_g3_w4,0.00352442,0.99647552,Yes
12071,focal_g3_w4,0.01240672,0.98759323,Yes
12072,focal_g3_w4,0.00696639,0.99303365,Yes
12073,focal_g3_w4,0.39321712,0.60678285,Yes
12074,focal_g3_w4,0.00544045,0.99455959,Yes
12075,focal_g3_w4,0.54954791,0.45045209,No
12076,focal_g3_w4,0.85307896,0.14692104,No
12077,focal_g3_w4,0.06747008,0.93252987,Yes
12078,focal_g3_w4,0.79451472,0.20548530,No
12079,focal_g3_w4,0.07513906,0.92486095,Yes
12080,focal_g3_w4,0.57389480,0.42610514,No
12081,focal_g3_w4,0.02139383,0.97860616,Yes
12082,focal_g3_w4,0.00256569,0.99743432,Yes
12083,focal_g3_w4,0.61625153,0.38374850,No
12084,focal_g3_w4,0.97241050,0.02758949,No
12085,focal_g3_w4,0.00479407,0.99520594,Yes
12086,focal_g3_w4,0.73370463,0.26629537,No
12087,focal_g3_w4,0.02050183,0.97949815,Yes
12088,focal_g3_w4,0.17740621,0.82259387,Yes
12089,focal_g3_w4,0.90214193,0.09785808,No
12090,focal_g3_w4,0.02014872,0.97985131,Yes
12091,focal_g3_w4,0.10688093,0.89311904,Yes
12092,focal_g3_w4,0.09766280,0.90233725,Yes
12093,focal_g3_w4,0.01664844,0.98335153,Yes
12094,focal_g3_w4,0.00612064,0.99387932,Yes
12095,focal_g3_w4,0.03110664,0.96889335,Yes
12096,focal_g3_w4,0.00315043,0.99684960,Yes
12097,focal_g3_w4,0.86052096,0.13947900,No
12098,focal_g3_w4,0.02521887,0.97478116,Yes
12099,focal_g3_w4,0.21782644,0.78217357,Yes
12100,focal_g3_w4,0.01701632,0.98298371,Yes
12101,focal_g3_w4,0.02090193,0.97909808,Yes
12102,focal_g3_w4,0.00376707,0.99623293,Yes
12103,focal_g3_w4,0.01377212,0.98622793,Yes
12104,focal_g3_w4,0.26786372,0.73213625,Yes
12105,focal_g3_w4,0.40424481,0.59575522,Yes
12106,focal_g3_w4,0.00661971,0.99338031,Yes
12107,focal_g3_w4,0.03301335,0.96698660,Yes
12108,focal_g3_w4,0.00778441,0.99221557,Yes
12109,focal_g3_w4,0.05722646,0.94277358,Yes
12110,focal_g3_w4,0.76967579,0.23032418,No
12111,focal_g3_w4,0.45448112,0.54551888,Yes
12112,focal_g3_w4,0.00684912,0.99315083,Yes
12113,focal_g3_w4,0.00365525,0.99634475,Yes
12114,focal_g3_w4,0.04422796,0.95577210,Yes
12115,focal_g3_w4,0.23134913,0.76865083,Yes
12116,focal_g3_w4,0.01788944,0.98211056,Yes
12117,focal_g3_w4,0.47127306,0.52872694,Yes
12118,focal_g3_w4,0.16219665,0.83780330,Yes
12119,focal_g3_w4,0.00588325,0.99411678,Yes
12120,focal_g3_w4,0.04431357,0.95568639,Yes
12121,focal_g3_w4,0.00869616,0.99130380,Yes
12122,focal_g3_w4,0.02999388,0.97000611,Yes
12123,focal_g3_w4,0.00670757,0.99329245,Yes
12124,focal_g3_w4,0.05119543,0.94880456,Yes
12125,focal_g3_w4,0.01914924,0.98085070,Yes
12126,focal_g3_w4,0.01789021,0.98210979,Yes
12127,focal_g3_w4,0.03483926,0.96516079,Yes
12128,focal_g3_w4,0.00839147,0.99160856,Yes
12129,focal_g3_w4,0.97994953,0.02005048,No
12130,focal_g3_w4,0.00284904,0.99715096,Yes
12131,focal_g3_w4,0.02806919,0.97193074,Yes
12132,focal_g3_w4,0.98367614,0.01632383,No
12133,focal_g3_w4,0.81970590,0.18029404,No
12134,focal_g3_w4,0.00412770,0.99587232,Yes
12135,focal_g3_w4,0.00364526,0.99635470,Yes
12136,focal_g3_w4,0.01450958,0.98549044,Yes
12137,focal_g3_w4,0.73197389,0.26802611,No
12138,focal_g3_w4,0.00420818,0.99579179,Yes
12139,focal_g3_w4,0.02478002,0.97521996,Yes
12140,focal_g3_w4,0.00950259,0.99049741,Yes
12141,focal_g3_w4,0.85251129,0.14748871,No
12142,focal_g3_w4,0.02618912,0.97381091,Yes
12143,focal_g3_w4,0.00820012,0.99179989,Yes
12144,focal_g3_w4,0.00394858,0.99605149,Yes
12145,focal_g3_w4,0.00886905,0.99113095,Yes
12146,focal_g3_w4,0.00582038,0.99417961,Yes
12147,focal_g3_w4,0.00612712,0.99387288,Yes
12148,focal_g3_w4,0.05967842,0.94032156,Yes
12149,focal_g3_w4,0.00660360,0.99339640,Yes
12150,focal_g3_w4,0.94196951,0.05803046,No
12151,focal_g3_w4,0.93380320,0.06619679,No
12152,focal_g3_w4,0.95454311,0.04545685,No
12153,focal_g3_w4,0.56038696,0.43961301,No
12154,focal_g3_w4,0.14569460,0.85430545,Yes
12155,focal_g3_w4,0.00330550,0.99669456,Yes
12156,focal_g3_w4,0.98759031,0.01240966,No
12157,focal_g3_w4,0.00556689,0.99443310,Yes
12158,focal_g3_w4,0.36242095,0.63757908,Yes
12159,focal_g3_w4,0.01683612,0.98316389,Yes
12160,focal_g3_w4,0.01232974,0.98767018,Yes
12161,focal_g3_w4,0.00790184,0.99209821,Yes
12162,focal_g3_w4,0.00425340,0.99574655,Yes
12163,focal_g3_w4,0.74688584,0.25311413,No
12164,focal_g3_w4,0.01440229,0.98559767,Yes
12165,focal_g3_w4,0.04975283,0.95024717,Yes
12166,focal_g3_w4,0.00726773,0.99273235,Yes
12167,focal_g3_w4,0.00357283,0.99642712,Yes
12168,focal_g3_w4,0.03520605,0.96479404,Yes
12169,focal_g3_w4,0.06398197,0.93601805,Yes
12170,focal_g3_w4,0.00735988,0.99264014,Yes
12171,focal_g3_w4,0.03172043,0.96827960,Yes
12172,focal_g3_w4,0.01207648,0.98792356,Yes
12173,focal_g3_w4,0.01784265,0.98215735,Yes
12174,focal_g3_w4,0.01618814,0.98381191,Yes
12175,focal_g3_w4,0.00605417,0.99394590,Yes
12176,focal_g3_w4,0.20719354,0.79280651,Yes
12177,focal_g3_w4,0.03629980,0.96370018,Yes
12178,focal_g3_w4,0.02337403,0.97662598,Yes
12179,focal_g3_w4,0.00739027,0.99260968,Yes
12180,focal_g3_w4,0.00782098,0.99217904,Yes
12181,focal_g3_w4,0.01162548,0.98837447,Yes
12182,focal_g3_w4,0.00941368,0.99058634,Yes
12183,focal_g3_w4,0.02406633,0.97593373,Yes
12184,focal_g3_w4,0.02435437,0.97564566,Yes
12185,focal_g3_w4,0.00330198,0.99669802,Yes
12186,focal_g3_w4,0.00305483,0.99694520,Yes
12187,focal_g3_w4,0.96641344,0.03358649,No
12188,focal_g3_w4,0.14273751,0.85726243,Yes
12189,focal_g3_w4,0.00215806,0.99784195,Yes
12190,focal_g3_w4,0.01363704,0.98636299,Yes
12191,focal_g3_w4,0.01380825,0.98619175,Yes
12192,focal_g3_w4,0.02173663,0.97826332,Yes
12193,focal_g3_w4,0.26862046,0.73137951,Yes
12194,focal_g3_w4,0.01203816,0.98796183,Yes
12195,focal_g3_w4,0.01159310,0.98840684,Yes
12196,focal_g3_w4,0.05395192,0.94604802,Yes
12197,focal_g3_w4,0.26627871,0.73372126,Yes
12198,focal_g3_w4,0.02522637,0.97477359,Yes
12199,focal_g3_w4,0.01562070,0.98437935,Yes
12200,focal_g3_w4,0.01287562,0.98712444,Yes
12201,focal_g3_w4,0.33344048,0.66655958,Yes
12202,focal_g3_w4,0.01776745,0.98223257,Yes
12203,focal_g3_w4,0.00507519,0.99492478,Yes
12204,focal_g3_w4,0.00487271,0.99512732,Yes
12205,focal_g3_w4,0.06489492,0.93510509,Yes
12206,focal_g3_w4,0.01277082,0.98722923,Yes
12207,focal_g3_w4,0.00331614,0.99668390,Yes
12208,focal_g3_w4,0.00955884,0.99044120,Yes
12209,focal_g3_w4,0.00932366,0.99067628,Yes
12210,focal_g3_w4,0.01319919,0.98680079,Yes
12211,focal_g3_w4,0.00522900,0.99477094,Yes
12212,focal_g3_w4,0.02376850,0.97623152,Yes
12213,focal_g3_w4,0.00792217,0.99207777,Yes
12214,focal_g3_w4,0.01570890,0.98429108,Yes
12215,focal_g3_w4,0.92187214,0.07812788,No
12216,focal_g3_w4,0.00167603,0.99832398,Yes
12217,focal_g3_w4,0.32784757,0.67215240,Yes
12218,focal_g3_w4,0.15505275,0.84494728,Yes
12219,focal_g3_w4,0.07048878,0.92951119,Yes
12220,focal_g3_w4,0.00853505,0.99146503,Yes
12221,focal_g3_w4,0.00931539,0.99068463,Yes
12222,focal_g3_w4,0.01393719,0.98606282,Yes
12223,focal_g3_w4,0.53884101,0.46115902,No
12224,focal_g3_w4,0.42131802,0.57868195,Yes
12225,focal_g3_w4,0.01437138,0.98562860,Yes
12226,focal_g3_w4,0.95371413,0.04628587,No
12227,focal_g3_w4,0.30463201,0.69536799,Yes
12228,focal_g3_w4,0.01367094,0.98632902,Yes
12229,focal_g3_w4,0.13063680,0.86936319,Yes
12230,focal_g3_w4,0.97545880,0.02454125,No
12231,focal_g3_w4,0.05829914,0.94170082,Yes
12232,focal_g3_w4,0.01784850,0.98215151,Yes
12233,focal_g3_w4,0.10704912,0.89295083,Yes
12234,focal_g3_w4,0.03486967,0.96513033,Yes
12235,focal_g3_w4,0.00539176,0.99460816,Yes
12236,focal_g3_w4,0.54427195,0.45572805,No
12237,focal_g3_w4,0.00737365,0.99262637,Yes
12238,focal_g3_w4,0.01082290,0.98917717,Yes
12239,focal_g3_w4,0.06578295,0.93421710,Yes
12240,focal_g3_w4,0.00692117,0.99307877,Yes
12241,focal_g3_w4,0.42406136,0.57593870,Yes
12242,focal_g3_w4,0.01978094,0.98021907,Yes
12243,focal_g3_w4,0.00458436,0.99541557,Yes
12244,focal_g3_w4,0.02461762,0.97538233,Yes
12245,focal_g3_w4,0.00492196,0.99507797,Yes
12246,focal_g3_w4,0.11444671,0.88555330,Yes
12247,focal_g3_w4,0.00361496,0.99638498,Yes
12248,focal_g3_w4,0.59467477,0.40532523,No
12249,focal_g3_w4,0.00698860,0.99301142,Yes
12250,focal_g3_w4,0.00634992,0.99365014,Yes
12251,focal_g3_w4,0.00272271,0.99727732,Yes
12252,focal_g3_w4,0.01716987,0.98283017,Yes
12253,focal_g3_w4,0.20468332,0.79531664,Yes
12254,focal_g3_w4,0.10521939,0.89478064,Yes
12255,focal_g3_w4,0.12441648,0.87558359,Yes
12256,focal_g3_w4,0.00499869,0.99500126,Yes
12257,focal_g3_w4,0.07410002,0.92590004,Yes
12258,focal_g3_w4,0.01736344,0.98263657,Yes
12259,focal_g3_w4,0.11404061,0.88595939,Yes
12260,focal_g3_w4,0.94094634,0.05905371,No
12261,focal_g3_w4,0.07797018,0.92202985,Yes
12262,focal_g3_w4,0.00785858,0.99214137,Yes
12263,focal_g3_w4,0.83897036,0.16102968,No
12264,focal_g3_w4,0.81483769,0.18516234,No
12265,focal_g3_w4,0.53918684,0.46081316,No
12266,focal_g3_w4,0.31663334,0.68336660,Yes
12267,focal_g3_w4,0.00734322,0.99265677,Yes
12268,focal_g3_w4,0.01948685,0.98051322,Yes
12269,focal_g3_w4,0.66408056,0.33591944,No
12270,focal_g3_w4,0.00453277,0.99546719,Yes
12271,focal_g3_w4,0.98555017,0.01444975,No
12272,focal_g3_w4,0.00335198,0.99664801,Yes
12273,focal_g3_w4,0.01713140,0.98286867,Yes
12274,focal_g3_w4,0.04185867,0.95814133,Yes
12275,focal_g3_w4,0.22986968,0.77013028,Yes
12276,focal_g3_w4,0.00918525,0.99081475,Yes
12277,focal_g3_w4,0.01315234,0.98684770,Yes
12278,focal_g3_w4,0.05179066,0.94820935,Yes
12279,focal_g3_w4,0.00568529,0.99431473,Yes
12280,focal_g3_w4,0.44816616,0.55183381,Yes
12281,focal_g3_w4,0.01589319,0.98410678,Yes
12282,focal_g3_w4,0.01438726,0.98561269,Yes
12283,focal_g3_w4,0.01074129,0.98925871,Yes
12284,focal_g3_w4,0.01533537,0.98466462,Yes
12285,focal_g3_w4,0.00750946,0.99249047,Yes
12286,focal_g3_w4,0.15261757,0.84738243,Yes
12287,focal_g3_w4,0.01877147,0.98122853,Yes
12288,focal_g3_w4,0.00470320,0.99529678,Yes
12289,focal_g3_w4,0.14930664,0.85069335,Yes
12290,focal_g3_w4,0.01160596,0.98839402,Yes
12291,focal_g3_w4,0.98264760,0.01735235,No
12292,focal_g3_w4,0.03695715,0.96304286,Yes
12293,focal_g3_w4,0.00522209,0.99477792,Yes
12294,focal_g3_w4,0.02222981,0.97777015,Yes
12295,focal_g3_w4,0.25781235,0.74218768,Yes
12296,focal_g3_w4,0.00589872,0.99410123,Yes
12297,focal_g3_w4,0.00684610,0.99315393,Yes
12298,focal_g3_w4,0.00338877,0.99661118,Yes
12299,focal_g3_w4,0.19052629,0.80947375,Yes
12300,focal_g3_w4,0.01011906,0.98988086,Yes
12301,focal_g3_w4,0.00426175,0.99573827,Yes
12302,focal_g3_w4,0.97885484,0.02114512,No
12303,focal_g3_w4,0.03677194,0.96322811,Yes
12304,focal_g3_w4,0.54456025,0.45543975,No
12305,focal_g3_w4,0.03509668,0.96490330,Yes
12306,focal_g3_w4,0.01476062,0.98523939,Yes
12307,focal_g3_w4,0.00981180,0.99018818,Yes
12308,focal_g3_w4,0.04314288,0.95685714,Yes
12309,focal_g3_w4,0.00493545,0.99506456,Yes
12310,focal_g3_w4,0.02842939,0.97157067,Yes
12311,focal_g3_w4,0.99602509,0.00397492,No
12312,focal_g3_w4,0.00341523,0.99658477,Yes
12313,focal_g3_w4,0.83272439,0.16727562,No
12314,focal_g3_w4,0.06225219,0.93774784,Yes
12315,focal_g3_w4,0.01007831,0.98992163,Yes
12316,focal_g3_w4,0.00400697,0.99599302,Yes
12317,focal_g3_w4,0.03035245,0.96964753,Yes
12318,focal_g3_w4,0.00450171,0.99549830,Yes
12319,focal_g3_w4,0.10698184,0.89301813,Yes
12320,focal_g3_w4,0.35160190,0.64839810,Yes
12321,focal_g3_w4,0.01601274,0.98398721,Yes
12322,focal_g3_w4,0.01121437,0.98878562,Yes
12323,focal_g3_w4,0.79343170,0.20656832,No
12324,focal_g3_w4,0.03691727,0.96308279,Yes
12325,focal_g3_w4,0.92370057,0.07629940,No
12326,focal_g3_w4,0.00438004,0.99561995,Yes
12327,focal_g3_w4,0.98696113,0.01303887,No
12328,focal_g3_w4,0.18381819,0.81618178,Yes
12329,focal_g3_w4,0.01909930,0.98090070,Yes
12330,focal_g3_w4,0.00900135,0.99099863,Yes
12331,focal_g3_w4,0.01135196,0.98864800,Yes
12332,focal_g3_w4,0.00140798,0.99859196,Yes
12333,focal_g3_w4,0.85717684,0.14282310,No
12334,focal_g3_w4,0.00577106,0.99422896,Yes
12335,focal_g3_w4,0.00298288,0.99701715,Yes
12336,focal_g3_w4,0.00612396,0.99387604,Yes
12337,focal_g3_w4,0.01283422,0.98716575,Yes
12338,focal_g3_w4,0.00558212,0.99441791,Yes
12339,focal_g3_w4,0.80469936,0.19530064,No
12340,focal_g3_w4,0.00661971,0.99338031,Yes
12341,focal_g3_w4,0.05491617,0.94508380,Yes
12342,focal_g3_w4,0.00186433,0.99813569,Yes
12343,focal_g3_w4,0.08334863,0.91665143,Yes
12344,focal_g3_w4,0.94798279,0.05201716,No
12345,focal_g3_w4,0.01373248,0.98626757,Yes
12346,focal_g3_w4,0.00900231,0.99099767,Yes
12347,focal_g3_w4,0.00371380,0.99628615,Yes
12348,focal_g3_w4,0.91656208,0.08343793,No
12349,focal_g3_w4,0.98369181,0.01630820,No
12350,focal_g3_w4,0.00519267,0.99480730,Yes
12351,focal_g3_w4,0.95123881,0.04876113,No
12352,focal_g3_w4,0.09982778,0.90017223,Yes
12353,focal_g3_w4,0.58451867,0.41548133,No
12354,focal_g3_w4,0.01067275,0.98932731,Yes
12355,focal_g3_w4,0.94474328,0.05525671,No
12356,focal_g3_w4,0.01296203,0.98703802,Yes
12357,focal_g3_w4,0.03961581,0.96038419,Yes
12358,focal_g3_w4,0.82254803,0.17745201,No
12359,focal_g3_w4,0.32061166,0.67938834,Yes
12360,focal_g3_w4,0.00802465,0.99197537,Yes
12361,focal_g3_w4,0.14836755,0.85163248,Yes
12362,focal_g3_w4,0.63445556,0.36554438,No
12363,focal_g3_w4,0.00628194,0.99371803,Yes
12364,focal_g3_w4,0.00420032,0.99579972,Yes
12365,focal_g3_w4,0.00247893,0.99752110,Yes
12366,focal_g3_w4,0.01972462,0.98027545,Yes
12367,focal_g3_w4,0.00511858,0.99488139,Yes
12368,focal_g3_w4,0.01492018,0.98507982,Yes
12369,focal_g3_w4,0.56654274,0.43345729,No
12370,focal_g3_w4,0.02741445,0.97258556,Yes
12371,focal_g3_w4,0.31155580,0.68844414,Yes
12372,focal_g3_w4,0.00219867,0.99780136,Yes
12373,focal_g3_w4,0.02238785,0.97761214,Yes
12374,focal_g3_w4,0.07072429,0.92927569,Yes
12375,focal_g3_w4,0.01493932,0.98506063,Yes
12376,focal_g3_w4,0.00516429,0.99483573,Yes
12377,focal_g3_w4,0.00984459,0.99015546,Yes
12378,focal_g3_w4,0.01528742,0.98471260,Yes
