id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
12936,Yes,1,yes,soft_vote,score_no=0.00007607;score_yes=0.99992395;n_members=5
12937,Yes,1,yes,soft_vote,score_no=0.00001252;score_yes=0.99998748;n_members=5
12938,Yes,1,yes,soft_vote,score_no=0.00001139;score_yes=0.99998861;n_members=5
12939,Yes,1,yes,soft_vote,score_no=0.00002701;score_yes=0.99997296;n_members=5
12940,No,0,yes,soft_vote,score_no=0.59619683;score_yes=0.40380319;n_members=5
12941,Yes,1,yes,soft_vote,score_no=0.00003328;score_yes=0.99996669;n_members=5
12942,Yes,1,yes,soft_vote,score_no=0.24272961;score_yes=0.75727040;n_members=5
12943,Yes,1,yes,soft_vote,score_no=0.00000960;score_yes=0.99999041;n_members=5
12944,Yes,1,yes,soft_vote,score_no=0.00066816;score_yes=0.99933184;n_members=5
12945,No,0,yes,soft_vote,score_no=0.99995721;score_yes=0.00004281;n_members=5
12946,Yes,1,yes,soft_vote,score_no=0.00009327;score_yes=0.99990674;n_members=5
12947,Yes,1,yes,soft_vote,score_no=0.00002996;score_yes=0.99997003;n_members=5
12948,Yes,1,yes,soft_vote,score_no=0.00001160;score_yes=0.99998839;n_members=5
12949,Yes,1,yes,soft_vote,score_no=0.00001375;score_yes=0.99998624;n_members=5
12950,Yes,1,yes,soft_vote,score_no=0.00007156;score_yes=0.99992846;n_members=5
12951,N/A,0,yes,soft_vote,score_no=0.94636302;score_yes=0.05363697;n_members=5
12952,Yes,1,yes,soft_vote,score_no=0.18450463;score_yes=0.81549537;n_members=5
12953,Yes,1,yes,soft_vote,score_no=0.00007924;score_yes=0.99992076;n_members=5
12954,Yes,1,yes,soft_vote,score_no=0.00007386;score_yes=0.99992613;n_members=5
12955,Yes,1,yes,soft_vote,score_no=0.04260296;score_yes=0.95739704;n_members=5
12956,Yes,1,yes,soft_vote,score_no=0.00007643;score_yes=0.99992358;n_members=5
12957,Yes,1,yes,soft_vote,score_no=0.00001077;score_yes=0.99998927;n_members=5
12958,N/A,1,yes,soft_vote,score_no=0.00032453;score_yes=0.99967549;n_members=5
12959,Yes,1,yes,soft_vote,score_no=0.00000984;score_yes=0.99999015;n_members=5
12960,N/A,1,yes,soft_vote,score_no=0.00319921;score_yes=0.99680078;n_members=5
12961,Yes,1,yes,soft_vote,score_no=0.34600089;score_yes=0.65399914;n_members=5
12962,Yes,1,yes,soft_vote,score_no=0.00030241;score_yes=0.99969759;n_members=5
12963,Yes,1,yes,soft_vote,score_no=0.12557939;score_yes=0.87442059;n_members=5
12964,Yes,1,yes,soft_vote,score_no=0.00463976;score_yes=0.99536025;n_members=5
12965,Yes,1,yes,soft_vote,score_no=0.00061347;score_yes=0.99938656;n_members=5
12966,Yes,1,yes,soft_vote,score_no=0.00513941;score_yes=0.99486059;n_members=5
12967,N/A,0,yes,soft_vote,score_no=0.93179070;score_yes=0.06820928;n_members=5
12968,Yes,1,yes,soft_vote,score_no=0.04128096;score_yes=0.95871900;n_members=5
12969,No,0,yes,soft_vote,score_no=0.99969024;score_yes=0.00030975;n_members=5
12970,No,0,yes,soft_vote,score_no=0.99995871;score_yes=0.00004127;n_members=5
12971,Yes,1,yes,soft_vote,score_no=0.00018474;score_yes=0.99981526;n_members=5
12972,Yes,1,yes,soft_vote,score_no=0.02034362;score_yes=0.97965640;n_members=5
12973,N/A,1,yes,soft_vote,score_no=0.00154202;score_yes=0.99845796;n_members=5
12974,Yes,1,yes,soft_vote,score_no=0.00005639;score_yes=0.99994361;n_members=5
12975,Yes,1,yes,soft_vote,score_no=0.00098326;score_yes=0.99901675;n_members=5
12976,Yes,1,yes,soft_vote,score_no=0.00002148;score_yes=0.99997854;n_members=5
12977,Yes,1,yes,soft_vote,score_no=0.00002135;score_yes=0.99997866;n_members=5
12978,Yes,1,yes,soft_vote,score_no=0.00025546;score_yes=0.99974458;n_members=5
12979,Yes,1,yes,soft_vote,score_no=0.00005418;score_yes=0.99994583;n_members=5
12980,N/A,0,yes,soft_vote,score_no=0.95018543;score_yes=0.04981458;n_members=5
12981,Yes,1,yes,soft_vote,score_no=0.00002217;score_yes=0.99997785;n_members=5
12982,Yes,1,yes,soft_vote,score_no=0.00014209;score_yes=0.99985790;n_members=5
12983,Yes,1,yes,soft_vote,score_no=0.00001149;score_yes=0.99998851;n_members=5
12984,Yes,1,yes,soft_vote,score_no=0.00010657;score_yes=0.99989345;n_members=5
12985,Yes,1,yes,soft_vote,score_no=0.00032823;score_yes=0.99967176;n_members=5
12986,Yes,1,yes,soft_vote,score_no=0.00200064;score_yes=0.99799934;n_members=5
12987,No,0,yes,soft_vote,score_no=0.99993037;score_yes=0.00006963;n_members=5
12988,Yes,1,yes,soft_vote,score_no=0.06153300;score_yes=0.93846699;n_members=5
12989,Yes,1,yes,soft_vote,score_no=0.00030247;score_yes=0.99969754;n_members=5
12990,Yes,1,yes,soft_vote,score_no=0.00011370;score_yes=0.99988629;n_members=5
12991,No,0,yes,soft_vote,score_no=0.62047009;score_yes=0.37952991;n_members=5
12992,Yes,1,yes,soft_vote,score_no=0.01358028;score_yes=0.98641973;n_members=5
12993,No,0,yes,soft_vote,score_no=0.99994469;score_yes=0.00005531;n_members=5
12994,N/A,0,yes,soft_vote,score_no=0.98999800;score_yes=0.01000200;n_members=5
12995,Yes,1,yes,soft_vote,score_no=0.19784285;score_yes=0.80215718;n_members=5
12996,Yes,1,yes,soft_vote,score_no=0.00086338;score_yes=0.99913663;n_members=5
12997,Yes,1,yes,soft_vote,score_no=0.00002353;score_yes=0.99997647;n_members=5
12998,Yes,1,yes,soft_vote,score_no=0.00076551;score_yes=0.99923450;n_members=5
12999,Yes,1,yes,soft_vote,score_no=0.01499251;score_yes=0.98500749;n_members=5
13000,Yes,1,yes,soft_vote,score_no=0.00003201;score_yes=0.99996796;n_members=5
13001,Yes,1,yes,soft_vote,score_no=0.00001691;score_yes=0.99998312;n_members=5
13002,Yes,1,yes,soft_vote,score_no=0.00002832;score_yes=0.99997167;n_members=5
13003,Yes,1,yes,soft_vote,score_no=0.00239768;score_yes=0.99760232;n_members=5
13004,N/A,1,yes,soft_vote,score_no=0.00008194;score_yes=0.99991807;n_members=5
13005,Yes,1,yes,soft_vote,score_no=0.00040881;score_yes=0.99959116;n_members=5
13006,N/A,1,yes,soft_vote,score_no=0.00784456;score_yes=0.99215546;n_members=5
13007,N/A,1,yes,soft_vote,score_no=0.00001692;score_yes=0.99998310;n_members=5
13008,Yes,1,yes,soft_vote,score_no=0.00002361;score_yes=0.99997642;n_members=5
13009,No,0,yes,soft_vote,score_no=0.85293495;score_yes=0.14706506;n_members=5
13010,Yes,1,yes,soft_vote,score_no=0.00003462;score_yes=0.99996538;n_members=5
13011,N/A,1,yes,soft_vote,score_no=0.08672647;score_yes=0.91327354;n_members=5
13012,N/A,0,yes,soft_vote,score_no=0.59480604;score_yes=0.40519395;n_members=5
13013,No,0,yes,soft_vote,score_no=0.99995956;score_yes=0.00004042;n_members=5
13014,Yes,1,yes,soft_vote,score_no=0.00048998;score_yes=0.99951002;n_members=5
13015,Yes,1,yes,soft_vote,score_no=0.00002493;score_yes=0.99997506;n_members=5
13016,No,0,yes,soft_vote,score_no=0.99913025;score_yes=0.00086973;n_members=5
13017,Yes,1,yes,soft_vote,score_no=0.00001421;score_yes=0.99998577;n_members=5
13018,Yes,1,yes,soft_vote,score_no=0.00122392;score_yes=0.99877607;n_members=5
13019,Yes,1,yes,soft_vote,score_no=0.20034284;score_yes=0.79965713;n_members=5
13020,Yes,1,yes,soft_vote,score_no=0.04214217;score_yes=0.95785782;n_members=5
13021,Yes,1,yes,soft_vote,score_no=0.00003443;score_yes=0.99996557;n_members=5
13022,Yes,1,yes,soft_vote,score_no=0.00008158;score_yes=0.99991841;n_members=5
13023,Yes,1,yes,soft_vote,score_no=0.00001917;score_yes=0.99998083;n_members=5
13024,Yes,1,yes,soft_vote,score_no=0.00011901;score_yes=0.99988099;n_members=5
13025,No,0,yes,soft_vote,score_no=0.99947150;score_yes=0.00052851;n_members=5
13026,Yes,1,yes,soft_vote,score_no=0.00003668;score_yes=0.99996331;n_members=5
13027,Yes,1,yes,soft_vote,score_no=0.37741620;score_yes=0.62258381;n_members=5
13028,Yes,1,yes,soft_vote,score_no=0.11425761;score_yes=0.88574238;n_members=5
13029,Yes,1,yes,soft_vote,score_no=0.30457991;score_yes=0.69542008;n_members=5
13030,Yes,1,yes,soft_vote,score_no=0.00013348;score_yes=0.99986652;n_members=5
13031,N/A,1,yes,soft_vote,score_no=0.00006425;score_yes=0.99993573;n_members=5
13032,N/A,1,yes,soft_vote,score_no=0.00001826;score_yes=0.99998171;n_members=5
13033,Yes,1,yes,soft_vote,score_no=0.00003319;score_yes=0.99996681;n_members=5
13034,Yes,1,yes,soft_vote,score_no=0.00009955;score_yes=0.99990046;n_members=5
13035,N/A,1,yes,soft_vote,score_no=0.15749795;score_yes=0.84250206;n_members=5
13036,Yes,1,yes,soft_vote,score_no=0.06204295;score_yes=0.93795706;n_members=5
13037,Yes,1,yes,soft_vote,score_no=0.09991800;score_yes=0.90008203;n_members=5
13038,N/A,1,yes,soft_vote,score_no=0.02450888;score_yes=0.97549110;n_members=5
13039,N/A,1,yes,soft_vote,score_no=0.00101747;score_yes=0.99898251;n_members=5
13040,No,0,yes,soft_vote,score_no=0.99991048;score_yes=0.00008952;n_members=5
13041,Yes,1,yes,soft_vote,score_no=0.00040759;score_yes=0.99959242;n_members=5
13042,N/A,1,yes,soft_vote,score_no=0.24912629;score_yes=0.75087373;n_members=5
13043,Yes,1,yes,soft_vote,score_no=0.00003592;score_yes=0.99996409;n_members=5
13044,Yes,1,yes,soft_vote,score_no=0.00001392;score_yes=0.99998608;n_members=5
13045,Yes,1,yes,soft_vote,score_no=0.00000830;score_yes=0.99999168;n_members=5
13046,Yes,1,yes,soft_vote,score_no=0.00004438;score_yes=0.99995561;n_members=5
13047,N/A,1,yes,soft_vote,score_no=0.00249836;score_yes=0.99750167;n_members=5
13048,No,0,yes,soft_vote,score_no=0.99997110;score_yes=0.00002889;n_members=5
13049,N/A,0,yes,soft_vote,score_no=0.81422819;score_yes=0.18577185;n_members=5
13050,Yes,1,yes,soft_vote,score_no=0.00002329;score_yes=0.99997673;n_members=5
13051,No,0,yes,soft_vote,score_no=0.99998953;score_yes=0.00001047;n_members=5
13052,Yes,1,yes,soft_vote,score_no=0.00002727;score_yes=0.99997275;n_members=5
13053,No,0,yes,soft_vote,score_no=0.64923656;score_yes=0.35076345;n_members=5
13054,Yes,1,yes,soft_vote,score_no=0.00001387;score_yes=0.99998612;n_members=5
13055,Yes,1,yes,soft_vote,score_no=0.00008713;score_yes=0.99991289;n_members=5
13056,No,0,yes,soft_vote,score_no=0.99959322;score_yes=0.00040680;n_members=5
13057,No,0,yes,soft_vote,score_no=0.99896345;score_yes=0.00103653;n_members=5
13058,Yes,1,yes,soft_vote,score_no=0.00001512;score_yes=0.99998488;n_members=5
13059,Yes,1,yes,soft_vote,score_no=0.00007200;score_yes=0.99992800;n_members=5
13060,Yes,1,yes,soft_vote,score_no=0.00007948;score_yes=0.99992053;n_members=5
13061,N/A,1,yes,soft_vote,score_no=0.06095602;score_yes=0.93904400;n_members=5
13062,Yes,1,yes,soft_vote,score_no=0.00005238;score_yes=0.99994762;n_members=5
13063,N/A,1,yes,soft_vote,score_no=0.00571244;score_yes=0.99428755;n_members=5
13064,Yes,1,yes,soft_vote,score_no=0.42001305;score_yes=0.57998696;n_members=5
13065,Yes,1,yes,soft_vote,score_no=0.00001623;score_yes=0.99998376;n_members=5
13066,No,0,yes,soft_vote,score_no=0.80341200;score_yes=0.19658800;n_members=5
13067,No,0,yes,soft_vote,score_no=0.81768901;score_yes=0.18231101;n_members=5
13068,Yes,1,yes,soft_vote,score_no=0.01743271;score_yes=0.98256725;n_members=5
13069,Yes,1,yes,soft_vote,score_no=0.00008487;score_yes=0.99991515;n_members=5
13070,Yes,1,yes,soft_vote,score_no=0.00033606;score_yes=0.99966395;n_members=5
13071,Yes,1,yes,soft_vote,score_no=0.03262500;score_yes=0.96737502;n_members=5
13072,N/A,0,yes,soft_vote,score_no=0.98197318;score_yes=0.01802679;n_members=5
13073,N/A,1,yes,soft_vote,score_no=0.00003209;score_yes=0.99996791;n_members=5
13074,No,0,yes,soft_vote,score_no=0.99998090;score_yes=0.00001909;n_members=5
13075,Yes,1,yes,soft_vote,score_no=0.00825461;score_yes=0.99174541;n_members=5
13076,Yes,1,yes,soft_vote,score_no=0.00006331;score_yes=0.99993671;n_members=5
13077,Yes,1,yes,soft_vote,score_no=0.00008554;score_yes=0.99991445;n_members=5
13078,Yes,1,yes,soft_vote,score_no=0.00001191;score_yes=0.99998810;n_members=5
13079,Yes,1,yes,soft_vote,score_no=0.00005783;score_yes=0.99994214;n_members=5
13080,N/A,1,yes,soft_vote,score_no=0.00022302;score_yes=0.99977696;n_members=5
13081,N/A,1,yes,soft_vote,score_no=0.47456224;score_yes=0.52543773;n_members=5
13082,Yes,1,yes,soft_vote,score_no=0.00002444;score_yes=0.99997556;n_members=5
13083,N/A,1,yes,soft_vote,score_no=0.10124720;score_yes=0.89875280;n_members=5
13084,Yes,1,yes,soft_vote,score_no=0.00008990;score_yes=0.99991010;n_members=5
13085,N/A,1,yes,soft_vote,score_no=0.00013001;score_yes=0.99987002;n_members=5
13086,Yes,1,yes,soft_vote,score_no=0.00003915;score_yes=0.99996083;n_members=5
13087,No,0,yes,soft_vote,score_no=0.99993584;score_yes=0.00006416;n_members=5
13088,Yes,1,yes,soft_vote,score_no=0.00015326;score_yes=0.99984673;n_members=5
13089,No,0,yes,soft_vote,score_no=0.99996407;score_yes=0.00003594;n_members=5
13090,Yes,1,yes,soft_vote,score_no=0.00080405;score_yes=0.99919596;n_members=5
13091,No,0,yes,soft_vote,score_no=0.99465739;score_yes=0.00534258;n_members=5
13092,N/A,1,yes,soft_vote,score_no=0.00417793;score_yes=0.99582207;n_members=5
13093,Yes,1,yes,soft_vote,score_no=0.00002042;score_yes=0.99997959;n_members=5
13094,N/A,1,yes,soft_vote,score_no=0.00021866;score_yes=0.99978133;n_members=5
13095,Yes,1,yes,soft_vote,score_no=0.00048187;score_yes=0.99951813;n_members=5
13096,Yes,1,yes,soft_vote,score_no=0.00017711;score_yes=0.99982289;n_members=5
13097,N/A,1,yes,soft_vote,score_no=0.05958137;score_yes=0.94041861;n_members=5
13098,Yes,1,yes,soft_vote,score_no=0.01346931;score_yes=0.98653069;n_members=5
13099,Yes,1,yes,soft_vote,score_no=0.00587605;score_yes=0.99412395;n_members=5
13100,No,0,yes,soft_vote,score_no=0.99941257;score_yes=0.00058743;n_members=5
13101,Yes,1,yes,soft_vote,score_no=0.00037410;score_yes=0.99962588;n_members=5
13102,Yes,1,yes,soft_vote,score_no=0.00026815;score_yes=0.99973185;n_members=5
13103,Yes,1,yes,soft_vote,score_no=0.01882003;score_yes=0.98117998;n_members=5
13104,Yes,1,yes,soft_vote,score_no=0.00001600;score_yes=0.99998398;n_members=5
13105,Yes,1,yes,soft_vote,score_no=0.00002337;score_yes=0.99997666;n_members=5
13106,No,0,yes,soft_vote,score_no=0.76437458;score_yes=0.23562543;n_members=5
13107,No,0,yes,soft_vote,score_no=0.99996540;score_yes=0.00003460;n_members=5
13108,No,0,yes,soft_vote,score_no=0.95939264;score_yes=0.04060733;n_members=5
13109,Yes,1,yes,soft_vote,score_no=0.00003792;score_yes=0.99996207;n_members=5
13110,Yes,1,yes,soft_vote,score_no=0.00031651;score_yes=0.99968349;n_members=5
13111,Yes,1,yes,soft_vote,score_no=0.00010950;score_yes=0.99989048;n_members=5
13112,Yes,1,yes,soft_vote,score_no=0.00001563;score_yes=0.99998438;n_members=5
13113,Yes,1,yes,soft_vote,score_no=0.04843093;score_yes=0.95156904;n_members=5
13114,Yes,1,yes,soft_vote,score_no=0.00001890;score_yes=0.99998112;n_members=5
13115,No,0,yes,soft_vote,score_no=0.99892590;score_yes=0.00107412;n_members=5
13116,No,0,yes,soft_vote,score_no=0.95994551;score_yes=0.04005449;n_members=5
13117,N/A,1,yes,soft_vote,score_no=0.00009555;score_yes=0.99990444;n_members=5
13118,Yes,1,yes,soft_vote,score_no=0.00497042;score_yes=0.99502958;n_members=5
13119,Yes,1,yes,soft_vote,score_no=0.00021291;score_yes=0.99978708;n_members=5
13120,N/A,1,yes,soft_vote,score_no=0.00017510;score_yes=0.99982488;n_members=5
13121,N/A,0,yes,soft_vote,score_no=0.99996748;score_yes=0.00003251;n_members=5
13122,Yes,1,yes,soft_vote,score_no=0.00258018;score_yes=0.99741982;n_members=5
13123,Yes,1,yes,soft_vote,score_no=0.00002789;score_yes=0.99997213;n_members=5
13124,No,0,yes,soft_vote,score_no=0.99797835;score_yes=0.00202161;n_members=5
13125,Yes,1,yes,soft_vote,score_no=0.00116523;score_yes=0.99883479;n_members=5
13126,Yes,1,yes,soft_vote,score_no=0.00004300;score_yes=0.99995701;n_members=5
13127,Yes,1,yes,soft_vote,score_no=0.00026582;score_yes=0.99973418;n_members=5
13128,Yes,1,yes,soft_vote,score_no=0.00001759;score_yes=0.99998243;n_members=5
13129,Yes,1,yes,soft_vote,score_no=0.00000630;score_yes=0.99999371;n_members=5
13130,Yes,1,yes,soft_vote,score_no=0.00006457;score_yes=0.99993541;n_members=5
13131,Yes,1,yes,soft_vote,score_no=0.00002488;score_yes=0.99997511;n_members=5
13132,N/A,1,yes,soft_vote,score_no=0.00015774;score_yes=0.99984225;n_members=5
13133,N/A,1,yes,soft_vote,score_no=0.00175485;score_yes=0.99824514;n_members=5
13134,Yes,1,yes,soft_vote,score_no=0.00006925;score_yes=0.99993074;n_members=5
13135,Yes,1,yes,soft_vote,score_no=0.00001779;score_yes=0.99998221;n_members=5
13136,Yes,1,yes,soft_vote,score_no=0.00026909;score_yes=0.99973092;n_members=5
13137,No,0,yes,soft_vote,score_no=0.58471215;score_yes=0.41528788;n_members=5
13138,Yes,1,yes,soft_vote,score_no=0.00181662;score_yes=0.99818337;n_members=5
13139,Yes,1,yes,soft_vote,score_no=0.00001251;score_yes=0.99998751;n_members=5
13140,Yes,1,yes,soft_vote,score_no=0.00445605;score_yes=0.99554393;n_members=5
13141,N/A,1,yes,soft_vote,score_no=0.00002999;score_yes=0.99997001;n_members=5
13142,No,0,yes,soft_vote,score_no=0.89104086;score_yes=0.10895918;n_members=5
13143,Yes,1,yes,soft_vote,score_no=0.02478962;score_yes=0.97521038;n_members=5
13144,N/A,1,yes,soft_vote,score_no=0.20696099;score_yes=0.79303904;n_members=5
13145,Yes,1,yes,soft_vote,score_no=0.00003553;score_yes=0.99996448;n_members=5
13146,N/A,1,yes,soft_vote,score_no=0.42928485;score_yes=0.57071515;n_members=5
13147,Yes,1,yes,soft_vote,score_no=0.00004169;score_yes=0.99995830;n_members=5
13148,Yes,1,yes,soft_vote,score_no=0.00002833;score_yes=0.99997165;n_members=5
13149,No,0,yes,soft_vote,score_no=0.83622857;score_yes=0.16377144;n_members=5
13150,Yes,1,yes,soft_vote,score_no=0.00040646;score_yes=0.99959353;n_members=5
13151,No,0,yes,soft_vote,score_no=0.99998672;score_yes=0.00001328;n_members=5
13152,N/A,1,yes,soft_vote,score_no=0.00033746;score_yes=0.99966253;n_members=5
13153,Yes,1,yes,soft_vote,score_no=0.00001167;score_yes=0.99998832;n_members=5
13154,Yes,1,yes,soft_vote,score_no=0.38872412;score_yes=0.61127589;n_members=5
13155,Yes,1,yes,soft_vote,score_no=0.03051084;score_yes=0.96948914;n_members=5
13156,Yes,1,yes,soft_vote,score_no=0.00007862;score_yes=0.99992138;n_members=5
13157,No,0,yes,soft_vote,score_no=0.91303048;score_yes=0.08696952;n_members=5
13158,Yes,1,yes,soft_vote,score_no=0.00001841;score_yes=0.99998157;n_members=5
13159,Yes,1,yes,soft_vote,score_no=0.00004784;score_yes=0.99995215;n_members=5
13160,N/A,1,yes,soft_vote,score_no=0.00009637;score_yes=0.99990360;n_members=5
13161,Yes,1,yes,soft_vote,score_no=0.00016981;score_yes=0.99983020;n_members=5
13162,Yes,1,yes,soft_vote,score_no=0.19202021;score_yes=0.80797980;n_members=5
13163,Yes,1,yes,soft_vote,score_no=0.00010949;score_yes=0.99989052;n_members=5
13164,Yes,1,yes,soft_vote,score_no=0.00098096;score_yes=0.99901903;n_members=5
13165,Yes,1,yes,soft_vote,score_no=0.19545273;score_yes=0.80454726;n_members=5
13166,N/A,1,yes,soft_vote,score_no=0.00074608;score_yes=0.99925391;n_members=5
13167,N/A,0,yes,soft_vote,score_no=0.99997618;score_yes=0.00002382;n_members=5
13168,Yes,1,yes,soft_vote,score_no=0.00000993;score_yes=0.99999006;n_members=5
13169,No,0,yes,soft_vote,score_no=0.99973335;score_yes=0.00026665;n_members=5
13170,Yes,1,yes,soft_vote,score_no=0.00052082;score_yes=0.99947918;n_members=5
13171,N/A,1,yes,soft_vote,score_no=0.00004779;score_yes=0.99995219;n_members=5
13172,Yes,1,yes,soft_vote,score_no=0.22189251;score_yes=0.77810748;n_members=5
13173,Yes,1,yes,soft_vote,score_no=0.41917846;score_yes=0.58082152;n_members=5
13174,Yes,1,yes,soft_vote,score_no=0.00324247;score_yes=0.99675754;n_members=5
13175,Yes,1,yes,soft_vote,score_no=0.00005491;score_yes=0.99994510;n_members=5
13176,Yes,1,yes,soft_vote,score_no=0.00003115;score_yes=0.99996884;n_members=5
13177,N/A,1,yes,soft_vote,score_no=0.00017914;score_yes=0.99982083;n_members=5
13178,N/A,1,yes,soft_vote,score_no=0.00312420;score_yes=0.99687582;n_members=5
13179,N/A,0,yes,soft_vote,score_no=0.99753048;score_yes=0.00246953;n_members=5
13180,N/A,1,yes,soft_vote,score_no=0.00141979;score_yes=0.99858018;n_members=5
13181,Yes,1,yes,soft_vote,score_no=0.00001915;score_yes=0.99998083;n_members=5
13182,Yes,1,yes,soft_vote,score_no=0.00017678;score_yes=0.99982321;n_members=5
13183,N/A,1,yes,soft_vote,score_no=0.00960455;score_yes=0.99039545;n_members=5
13184,N/A,1,yes,soft_vote,score_no=0.01404842;score_yes=0.98595159;n_members=5
13185,Yes,1,yes,soft_vote,score_no=0.00747345;score_yes=0.99252656;n_members=5
13186,Yes,1,yes,soft_vote,score_no=0.00418585;score_yes=0.99581416;n_members=5
13187,N/A,1,yes,soft_vote,score_no=0.00009198;score_yes=0.99990803;n_members=5
13188,Yes,1,yes,soft_vote,score_no=0.12775865;score_yes=0.87224132;n_members=5
13189,N/A,1,yes,soft_vote,score_no=0.05293847;score_yes=0.94706155;n_members=5
13190,No,0,yes,soft_vote,score_no=0.99993894;score_yes=0.00006104;n_members=5
13191,Yes,1,yes,soft_vote,score_no=0.00005986;score_yes=0.99994016;n_members=5
13192,Yes,1,yes,soft_vote,score_no=0.00001147;score_yes=0.99998851;n_members=5
13193,Yes,1,yes,soft_vote,score_no=0.00013955;score_yes=0.99986045;n_members=5
13194,Yes,1,yes,soft_vote,score_no=0.00488377;score_yes=0.99511622;n_members=5
13195,N/A,1,yes,soft_vote,score_no=0.00025619;score_yes=0.99974383;n_members=5
13196,Yes,1,yes,soft_vote,score_no=0.00018186;score_yes=0.99981817;n_members=5
13197,Yes,1,yes,soft_vote,score_no=0.01558257;score_yes=0.98441741;n_members=5
13198,Yes,1,yes,soft_vote,score_no=0.10317459;score_yes=0.89682542;n_members=5
13199,Yes,1,yes,soft_vote,score_no=0.00093454;score_yes=0.99906547;n_members=5
13200,Yes,1,yes,soft_vote,score_no=0.00006406;score_yes=0.99993595;n_members=5
13201,Yes,1,yes,soft_vote,score_no=0.00003781;score_yes=0.99996219;n_members=5
13202,Yes,1,yes,soft_vote,score_no=0.23109176;score_yes=0.76890825;n_members=5
13203,Yes,1,yes,soft_vote,score_no=0.00001466;score_yes=0.99998534;n_members=5
13204,Yes,1,yes,soft_vote,score_no=0.00001494;score_yes=0.99998505;n_members=5
13205,No,0,yes,soft_vote,score_no=0.99859231;score_yes=0.00140773;n_members=5
13206,Yes,1,yes,soft_vote,score_no=0.00002589;score_yes=0.99997411;n_members=5
13207,Yes,1,yes,soft_vote,score_no=0.00003957;score_yes=0.99996042;n_members=5
13208,No,0,yes,soft_vote,score_no=0.67682169;score_yes=0.32317830;n_members=5
13209,N/A,1,yes,soft_vote,score_no=0.00336221;score_yes=0.99663779;n_members=5
13210,N/A,1,yes,soft_vote,score_no=0.00008492;score_yes=0.99991505;n_members=5
13211,Yes,1,yes,soft_vote,score_no=0.00025597;score_yes=0.99974403;n_members=5
13212,Yes,1,yes,soft_vote,score_no=0.00002935;score_yes=0.99997067;n_members=5
13213,Yes,1,yes,soft_vote,score_no=0.00002295;score_yes=0.99997702;n_members=5
13214,Yes,1,yes,soft_vote,score_no=0.00027253;score_yes=0.99972749;n_members=5
13215,Yes,1,yes,soft_vote,score_no=0.00236326;score_yes=0.99763673;n_members=5
13216,Yes,1,yes,soft_vote,score_no=0.00002416;score_yes=0.99997582;n_members=5
13217,No,0,yes,soft_vote,score_no=0.82144015;score_yes=0.17855985;n_members=5
13218,Yes,1,yes,soft_vote,score_no=0.00001801;score_yes=0.99998198;n_members=5
13219,No,0,yes,soft_vote,score_no=0.88089258;score_yes=0.11910739;n_members=5
13220,Yes,1,yes,soft_vote,score_no=0.00058425;score_yes=0.99941574;n_members=5
13221,Yes,1,yes,soft_vote,score_no=0.00259877;score_yes=0.99740124;n_members=5
13222,Yes,1,yes,soft_vote,score_no=0.00005404;score_yes=0.99994597;n_members=5
13223,Yes,1,yes,soft_vote,score_no=0.00011752;score_yes=0.99988249;n_members=5
13224,Yes,1,yes,soft_vote,score_no=0.01625430;score_yes=0.98374570;n_members=5
13225,Yes,1,yes,soft_vote,score_no=0.03642280;score_yes=0.96357718;n_members=5
13226,Yes,1,yes,soft_vote,score_no=0.36814474;score_yes=0.63185526;n_members=5
13227,No,0,yes,soft_vote,score_no=0.99990755;score_yes=0.00009244;n_members=5
13228,Yes,1,yes,soft_vote,score_no=0.00003672;score_yes=0.99996328;n_members=5
13229,N/A,1,yes,soft_vote,score_no=0.08458817;score_yes=0.91541183;n_members=5
13230,Yes,1,yes,soft_vote,score_no=0.00003507;score_yes=0.99996493;n_members=5
13231,Yes,1,yes,soft_vote,score_no=0.00186781;score_yes=0.99813219;n_members=5
13232,N/A,1,yes,soft_vote,score_no=0.00290284;score_yes=0.99709715;n_members=5
13233,No,0,yes,soft_vote,score_no=0.58261713;score_yes=0.41738288;n_members=5
13234,Yes,1,yes,soft_vote,score_no=0.08116092;score_yes=0.91883907;n_members=5
13235,Yes,1,yes,soft_vote,score_no=0.00092717;score_yes=0.99907283;n_members=5
13236,Yes,1,yes,soft_vote,score_no=0.00004921;score_yes=0.99995079;n_members=5
13237,Yes,1,yes,soft_vote,score_no=0.00001409;score_yes=0.99998589;n_members=5
13238,Yes,1,yes,soft_vote,score_no=0.00288415;score_yes=0.99711584;n_members=5
13239,Yes,1,yes,soft_vote,score_no=0.00005753;score_yes=0.99994247;n_members=5
13240,Yes,1,yes,soft_vote,score_no=0.00002099;score_yes=0.99997900;n_members=5
13241,Yes,1,yes,soft_vote,score_no=0.00008797;score_yes=0.99991204;n_members=5
13242,Yes,1,yes,soft_vote,score_no=0.00110641;score_yes=0.99889362;n_members=5
13243,Yes,1,yes,soft_vote,score_no=0.00062902;score_yes=0.99937098;n_members=5
13244,Yes,1,yes,soft_vote,score_no=0.28627336;score_yes=0.71372663;n_members=5
13245,Yes,1,yes,soft_vote,score_no=0.00034742;score_yes=0.99965254;n_members=5
13246,Yes,1,yes,soft_vote,score_no=0.00003533;score_yes=0.99996464;n_members=5
13247,Yes,1,yes,soft_vote,score_no=0.00001747;score_yes=0.99998255;n_members=5
